,ލިޔެކިޔުމުން ބަލާނެކަންތައްތައް - ބަޖެޓް - ފައިނާންސް - ސްޓޮކާ ގުޅޭ,,,,,,,,,
,ބަޖެޓް - ފައިނާންސް - ސްޓޮކް,,,,,,,,,
IndicatorCode,Score,ސުވާލުކުރާނެ ފަރާތް,Evidence,General Observation,Indicators,Outcomes,OutcomeNo,Substrand,SubstrandNo,StrandNo and Strand
689,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,ލިބޭ ފައިސާގެ ތަފްޞީލް/ޑިޕޮސިޓް ސްލިޕް,,2- އެކިއެކި ހަރަކާތްތަކުން ސްކޫލަށް ލިބޭ ފައިސާ  އެކައުންޓަށް ޖަމާކުރޭ,އެހެނިހެން ފައިސާ ބަލައިގަތުމާއި  އެކައުންޓަށް ޖަމާކުރުން,5.9.2.3,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
690,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,ޕީޓީއޭ ފައިސާގެ ތަފްޞީލް/ޑިޕޮސިޓް ސްލިޕް,,3- އެހީގެ ގޮތުގައި ސްކޫލަށް ލިބޭ ފައިސާ  އެކައުންޓަށް ޖަމާކުރޭ,އެހެނިހެން ފައިސާ ބަލައިގަތުމާއި  އެކައުންޓަށް ޖަމާކުރުން,5.9.2.3,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
694,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,މުސާރައާ ގުޅޭ ލިޔެކިއުންތައް,,1- މުސާރައާ ގުޅޭ ލިޔެކިޔުންތައް (ޙާޟިރީ ރިޕޯޓު،މުސާރަ ޝީޓު، އިތުރު ގަޑީގެ ރިޕޯޓު، ގަޑީ ލާރީގެ ރިޕޯޓު، ކްރެޑިޓް ސްކީމްތަކުގެ ރިޕޯޓު) ފުރިހަމަކުރޭ,މުސާރަ ވައުޗަރާއެކު ހުންނަންޖެހޭ ލިޔެކިއުންތައް އެޓޭޗްކޮށް ފައިލްކުރުން,5.9.4.1,މުސާރަ ވައުޗަރާ ގުޅޭ ލިޔެކިޔުންތައް ބެލެހެއްޓުން,5.9.4,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
695,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,މުސާރައާ ގުޅޭ ލިޔެކިއުންތައް,,2- ސޮއިކުރަންޖެހޭ ފަރާތްތަކުން ސޮއިކޮށްފައި ވޭ,މުސާރަ ވައުޗަރާއެކު ހުންނަންޖެހޭ ލިޔެކިއުންތައް އެޓޭޗްކޮށް ފައިލްކުރުން,5.9.4.1,މުސާރަ ވައުޗަރާ ގުޅޭ ލިޔެކިޔުންތައް ބެލެހެއްޓުން,5.9.4,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
696,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,މުސާރައާ ގުޅޭ ލިޔެކިއުންތައް,,3- މުސާރައާ ގުޅޭ ލިޔެކިޔުންތައް ތަރުތީބުކޮށް ފައިލުކުރޭ,މުސާރަ ވައުޗަރާއެކު ހުންނަންޖެހޭ ލިޔެކިއުންތައް އެޓޭޗްކޮށް ފައިލްކުރުން,5.9.4.1,މުސާރަ ވައުޗަރާ ގުޅޭ ލިޔެކިޔުންތައް ބެލެހެއްޓުން,5.9.4,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
697,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,ހުއްދަ ދޭ ފޯމް/ފޮތް,,1- އިތުރުގަޑީގެ މަސައްކަތްކުރުމުގެ ކުރިން ސުޕަވައިޒަރުގެ ހުއްދަ ހޯދާ, ޤަވާޢިދާ އެއްގޮތަށް އިތުރު ގަޑީގެ ފައިސާ ދިނުން,5.9.5.1,އިތުރު ގަޑީގެ ފައިސާ ދިނުން,5.9.5,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
698,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,މުސާާރަ ޝީޓް,,2-  މުސާރައިގެ %10 އަށް ވުރެ އިތުރު ނުވާ ގޮތަށް ކޮންޓްރެކްޓް މުވައްޒަފުންނަށް އިތުރު ގަޑީގެ ފައިސާ ދޭ, ޤަވާޢިދާ އެއްގޮތަށް އިތުރު ގަޑީގެ ފައިސާ ދިނުން,5.9.5.1,އިތުރު ގަޑީގެ ފައިސާ ދިނުން,5.9.5,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
699,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,ހުއްދަ ދޭ ފޯމް/ފޮތް/އިތުރު ގަޑީގެ ރިޕޯޓު,,3- އިތުރު ގަޑީގައި މަސައްކަތްކުރި ގޮތުގެ ރެކޯޑުތައް ބަލަހައްޓާ, ޤަވާޢިދާ އެއްގޮތަށް އިތުރު ގަޑީގެ ފައިސާ ދިނުން,5.9.5.1,އިތުރު ގަޑީގެ ފައިސާ ދިނުން,5.9.5,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
703,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,ކޯޓޭޝަން,,1- ތިންފަރާތުގެ ކޯޓޭޝަން ހޯދާ,35000ރ. އަށް ވުރެ ދަށުގެ މުދަލާއި ޚިދުމަތް  ޤަވާޢިދާ އެއްގޮތަށް ހޯދުން,5.9.7.1,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
704,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,ކޯޓޭޝަން/އިވެލުއޭޝަން ފޯމް,,"
2- އެންމެ ކުޑަ އަގެއް ހުށަހެޅި ފަރާތުން މުދަލާއި ޚިދުމަތް ހޯދާ",35000ރ. އަށް ވުރެ ދަށުގެ މުދަލާއި ޚިދުމަތް  ޤަވާޢިދާ އެއްގޮތަށް ހޯދުން,5.9.7.1,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
705,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,ހުއްދަދިންކަމުގެ ލިޔުން,,"
3- ސަރުކާރު ރޭޓަށް ވުރެ އަގު ބޮޑު ނަމަ ފިނޭންސް މިނިސްޓްރީގެ ހުއްދަ ހޯދާ",35000ރ. އަށް ވުރެ ދަށުގެ މުދަލާއި ޚިދުމަތް  ޤަވާޢިދާ އެއްގޮތަށް ހޯދުން,5.9.7.1,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
706,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,ހުއްދަ ހޯދިކަމުގެ ލިޔުން,,1- ކެޕިޓަލް/ މަރާމާތު ހުއްދަ ހޯދާ,35000ރ. އަށް ވުރެ މަތީގެ މުދަލާއި ޚިދުމަތް  ޤަވާޢިދާ އެއްގޮތަށް ހޯދުން,5.9.7.2,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
707,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,ގެޒެޓް އިއުލާން,,2- މުދަލާ ޚިދުމަތް ހޯދުމަށް އާންމުކޮށް(ގެޒެޓުގައި) އިއުލާނުކުރޭ,35000ރ. އަށް ވުރެ މަތީގެ މުދަލާއި ޚިދުމަތް  ޤަވާޢިދާ އެއްގޮތަށް ހޯދުން,5.9.7.2,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
708,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,ބިޑު ކޮމިޓީއިން ނިންމިކަމުގެ ލިޔުން އަދިި އެއްބަސްވުން,,"
3- މުދަލާ ޚިދުމަތް ހޯދުމުގެ ކުރިން ބިޑު ކޮމިޓީއިން ( ފިނޭންސް މިނިސްޓްރީގައި ރެޖިސްޓަރ ކޮށްފައިވާ) ފާސްކުރޭ",35000ރ. އަށް ވުރެ މަތީގެ މުދަލާއި ޚިދުމަތް  ޤަވާޢިދާ އެއްގޮތަށް ހޯދުން,5.9.7.2,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
709,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,ސޮއިކޮށްފައިވާ އެއްބަސްވުން,,4- މުދަލާ ޚިދުމަތް ހޯދުމަށް އެއްބަސްވުން ހަދާ,35000ރ. އަށް ވުރެ މަތީގެ މުދަލާއި ޚިދުމަތް  ޤަވާޢިދާ އެއްގޮތަށް ހޯދުން,5.9.7.2,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
710,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,އެ ފަދަ މަސައްކަތްތަކުގެ ލިޔެކިއުންތައް,,5- އިއުލާންކޮށްގެން ސްކޫލުގައި ކޮށްފައިވާ މަސައްކަތްތަކުގެ ހުރިހައި ލިއެކިއުންތަކެއް ބަލަހައްޓައިފައި ވޭ,35000ރ. އަށް ވުރެ މަތީގެ މުދަލާއި ޚިދުމަތް  ޤަވާޢިދާ އެއްގޮތަށް ހޯދުން,5.9.7.2,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
711,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,ކޯޓޭޝަން,,1- 2000 އާ 35000ރ ދެމެދު ނަމަ މަދުވެގެން 3 ފަރާތެއްގެ ކޯޓޭޝަން ހޯދާ,މާލިއްޔަތު ޤަވާޢިދާ އެއްގޮތަށް ސްކޫލުން ތަންތަން ކުއްޔަށް ހިފުން,5.9.7.3,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
712,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,މިނިސްޓްރީގެ ހުއްދަ އަދި ޢިއުލާނު,,2- 35000ރ އަށް ވުރެ މަތި ނަމަ މިނިސްޓްރީ އޮފް އެޑިއުކޭޝަނުގެ ހުއްދައާއެކު ޢިއުލާނުކުރޭ,މާލިއްޔަތު ޤަވާޢިދާ އެއްގޮތަށް ސްކޫލުން ތަންތަން ކުއްޔަށް ހިފުން,5.9.7.3,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
713,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,އަެއްބަސްވުން,,3- ވެރިފަރާތާއެކު އެއްބަސްވުން ހަދާ,މާލިއްޔަތު ޤަވާޢިދާ އެއްގޮތަށް ސްކޫލުން ތަންތަން ކުއްޔަށް ހިފުން,5.9.7.3,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
714,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,ބަޖެޓު ރިޕޯޓު,,1- މަހުން މަހަށް ތައްޔާރުކުރަންޖެހޭ ބަޖެޓު ރިޕޯޓު ތައްޔާރުކުރޭ,ބަަޖެޓު ރިޕޯޓު ތައްޔާރުކުރުން,5.9.8.1,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
715,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,ބަޖެޓު ރިޕޯޓު,,2- ބަޖެޓު ރިޕޯޓުގައި (ތައްޔާރުކުރި، ޗެކްކުރި އަދި ހުއްދަ ދެއްވި ވެރިއެއްގެ) ސޮއިކޮށްފައި ވޭ,ބަަޖެޓު ރިޕޯޓު ތައްޔާރުކުރުން,5.9.8.1,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
716,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,މިނިސްޓްރީއަށް ފޮނުވާފައިވާ މެއިލް/ރިޕޯޓް,,3- ބަޖެޓް ރިޕޯޓު މަހުން މަހަށް މިނިސްޓްރީއަށް ފޮނުވާ,ބަަޖެޓް ރިޕޯޓު ތައްޔާރުކުރުން,5.9.8.1,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
717,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,ބަޖެޓު ރިޕޯޓު,,1- ބަަޖެޓް ރިޕޯޓު ތައްޔާރުކޮށްފައި ވޭ,ރިޕޯޓު ތައްޔާރުކުރުމާއި މިނިސްޓްރީއަށް ފޮނުވުން,5.9.8.2,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
718,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,ލިބޭ ފައިސާގެ ރިޕޯޓު,,2- ސްކޫލަށް ލިބޭ ފައިސާގެ ރިޕޯޓު ތައްޔާރުކޮށްފައި ވޭ,ރިޕޯޓު ތައްޔާރުކުރުމާއި މިނިސްޓްރީއަށް ފޮނުވުން,5.9.8.2,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
719,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,ދައުލަތުގެ އާމްދަނީ ރިޕޯޓު,,3- ދައުލަތުގެ އާމްދަނީ ރިޕޯޓު ތައްޔާރުކޮށްފައި ވޭ,ރިޕޯޓު ތައްޔާރުކުރުމާއި މިނިސްޓްރީއަށް ފޮނުވުން,5.9.8.2,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
720,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,ރިޕޯޓްތައް,,4- ރިޕޯޓުތަކުގައި (ތައްޔާރު ކުރި، ޗެކްކުރި އަދި ހުއްދަ ދެއްވި ވެރިއެއްގެ) ސޮއިކޮށްފައި ވޭ,ރިޕޯޓު ތައްޔާރުކުރުމާއި މިނިސްޓްރީއަށް ފޮނުވުން,5.9.8.2,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
721,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,މިނިސްޓްރީއަށް ފޮނުވާފައިވާ މެއިލް/ރިޕޯޓް,,5- ރިޕޯޓުތައް ޤަވާއިދުން މިނިސްޓްރީއަށް ފޮނުވާ,ރިޕޯޓް ތައްޔާރުކުރުމާއި މިނިސްޓްރީއަށް ފޮނުވުން,5.9.8.2,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
722,1,ފައިނޭންސް ފޯކަލް/އެޑްމިނިސްޓްރޭޓަރ,ބިލް ރަޖިސްޓްރީ/ޕޭމަންޓް ވައުޗަރު ރަޖިސްޓްރީ,,"1- ސްކޫލުން ""ބިލް ރަޖިސްޓްރީ"" އާއި ""ޕޭމަންޓް ވައުޗަރު ރަޖިސްޓްރީ"" ބަލަހައްޓާ","ސްކޫލުން ""ބިލް ރަޖިސްޓްރީ""  އާއި ""ޕޭމަންޓް ވައުޗަރު ރަޖިސްޓްރީ""  ބެލެހެއްޓުން",5.9.8.3,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
