IndicatorCode,Indicators,Outcomes,OutcomeNo,Substrand,SubstrandNo,StrandNo and Strand
110,3- ދިވެހިބަހުގެ ލިޔުންތެރިކަމުގެ ހުނަރު ދަރިވަރުންގެ ކިބައިގައި ތަރައްގީކޮށްދިނުމަށް ހަރަކާތް ހިންގާ,ދިވެހިބަހުން ވާހަކަ ދެއްކުމާއި އަޑުއެހުމުގެ ހުނަރު ދަރިވަރުންގެ ކިބައިގައި ހަރުލެއްވުން,2.1.4.3,ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން(ފައުންޑޭޝަން ސްޓޭޖް),2.1.4,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
111,1- އިނގިރޭސިބަހުން ވާހަކަ ދެއްކުމާއި އަޑުއެހުމުގެ ހުނަރު ދަރިވަރުންގެ ކިބައިގައި ހަރުލެއްވުމަށް ތަފާތު ހަރަކާތް ހިންގާ,އިނގިރޭސިބަހުން ވާހަކަ ދެއްކުމާއި އަޑުއެހުމުގެ ހުނަރު ދަރިވަރުންގެ ކިބައިގައި ހަރުލެއްވުން,2.1.4.4,ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން(ފައުންޑޭޝަން ސްޓޭޖް),2.1.4,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
112,2- އިނގިރޭސިބަހުން ކިޔުމާއި ބެލުމުގެ ހުނަރު ދަރިވަރުންގެ ކިބައިގައި ހަރުލެއްވުމަށް ތަފާތު ހަރަކާތް ހިންގާ,އިނގިރޭސިބަހުން ވާހަކަ ދެއްކުމާއި އަޑުއެހުމުގެ ހުނަރު ދަރިވަރުންގެ ކިބައިގައި ހަރުލެއްވުން,2.1.4.4,ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން(ފައުންޑޭޝަން ސްޓޭޖް),2.1.4,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
113,3- އިނގިރޭސިބަހުގެ ލިޔުންތެރިކަމުގެ ހުނަރު ދަރިވަރުންގެ ކިބައިގައި ތަރައްގީކޮށްދިނުމަށް ތަފާތު ހަރަކާތް ހިންގާ,އިނގިރޭސިބަހުން ވާހަކަ ދެއްކުމާއި އަޑުއެހުމުގެ ހުނަރު ދަރިވަރުންގެ ކިބައިގައި ހަރުލެއްވުން,2.1.4.4,ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން(ފައުންޑޭޝަން ސްޓޭޖް),2.1.4,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
114,1- ހިސާބު އަދަދާއި އަލްޖިބްރާގެ ހުނަރުތައް ދަރިވަރުންގެ ކިބައިގައި ހަރުލެއްވުމަށް ތަފާތު ހަރަކާތް ހިންގާ,ހިސާބު އަދަދާއި އަލްޖިބްރާގެ ހުނަރުތަކާއި މިންކުރުމާއި ޖިއޮމެޓްރީގެ ހުނަރުތަކާއި ހިސާބުޖެހުމުގެ ހުނަރު ދަރިވަރުންގެ ކިބައިގައި ހަރުލެއްވުން,2.1.4.5,ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން(ފައުންޑޭޝަން ސްޓޭޖް),2.1.4,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
115,2- ހިސާބު އަދަދާއި އަލްޖިބްރާގެ ހުނަރުތައް ދަރިވަރުންނަށް އެނގެން ޖެހޭ މިންވަރު ޙާޞިލުވެފައިވާކަން ބަލައި ކަށަވަރުކުރޭ,ހިސާބު އަދަދާއި އަލްޖިބްރާގެ ހުނަރުތަކާއި މިންކުރުމާއި ޖިއޮމެޓްރީގެ ހުނަރުތަކާއި ހިސާބުޖެހުމުގެ ހުނަރު ދަރިވަރުންގެ ކިބައިގައި ހަރުލެއްވުން,2.1.4.5,ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން(ފައުންޑޭޝަން ސްޓޭޖް),2.1.4,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
116,3- މިންކުރުމާއި ޖިއޮމެޓްރީގެ ހުނަރުތައް ދަރިވަރުންގެ ކިބައިގައި ހަރުލެއްވުމަށް ތަފާތު ހަރަކާތް ހިންގާ,ހިސާބު އަދަދާއި އަލްޖިބްރާގެ ހުނަރުތަކާއި މިންކުރުމާއި ޖިއޮމެޓްރީގެ ހުނަރުތަކާއި ހިސާބުޖެހުމުގެ ހުނަރު ދަރިވަރުންގެ ކިބައިގައި ހަރުލެއްވުން,2.1.4.5,ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން(ފައުންޑޭޝަން ސްޓޭޖް),2.1.4,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
117,4- މިންކުރުމާއި ޖިއޮމެޓްރީގެ ހުނަރުތައް ދަރިވަރުންނަށް އެނގެން ޖެހޭ މިންވަރު ޙާޞިލުވެފައިވާކަން ބަލައި ކަށަވަރުކުރޭ,ހިސާބު އަދަދާއި އަލްޖިބްރާގެ ހުނަރުތަކާއި މިންކުރުމާއި ޖިއޮމެޓްރީގެ ހުނަރުތަކާއި ހިސާބުޖެހުމުގެ ހުނަރު ދަރިވަރުންގެ ކިބައިގައި ހަރުލެއްވުން,2.1.4.5,ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން(ފައުންޑޭޝަން ސްޓޭޖް),2.1.4,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
118,5- ހިސާބުޖެހުމުގައި ގެންގުޅޭ ހުނަރުތައް ދަރިވަރުންގެ ކިބައިގައި ހަރުލެއްވުމަށް ތަފާތު ހަރަކާތް ހިންގާ,ހިސާބު އަދަދާއި އަލްޖިބްރާގެ ހުނަރުތަކާއި މިންކުރުމާއި ޖިއޮމެޓްރީގެ ހުނަރުތަކާއި ހިސާބުޖެހުމުގެ ހުނަރު ދަރިވަރުންގެ ކިބައިގައި ހަރުލެއްވުން,2.1.4.5,ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން(ފައުންޑޭޝަން ސްޓޭޖް),2.1.4,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
119,1- ދިރާސީ އަހަރު ފެށޭއިރު ދިވެހިބަހުން ލިޔަންކިޔަން ނޭނގޭ ދަރިވަރުން  ދެނެގަނެ ލިސްޓް ސްކޫލުން ތައްޔާުރުކުރޭ,ދިރާސީ އަހަރު ފެށޭއިރު  ދަރިވަރުން ޑައިގްނޯޒްކުރުމަށް ފަހު ދަރިވަރުންގެ ލިޓްރަސީ ނިއުމަރަސީގެ ހާލަތު ދެނެގަތުން ,2.1.5.1,ކީ ސްޓޭޖު 1 އަދި 2ގެ ދަރިވަރުންގެ ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން,2.1.5,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
120,2- ދިރާސީ އަހަރު ފެށޭއިރު އިނގިރޭސިބަހުން ލިޔަންކިޔަން ނޭނގޭ ދަރިވަރުން ދެނެގަނެ ލިސްޓް ސްކޫލުން ތައްޔާުރުކުރޭ,ދިރާސީ އަހަރު ފެށޭއިރު  ދަރިވަރުން ޑައިގްނޯޒްކުރުމަށް ފަހު ދަރިވަރުންގެ ލިޓްރަސީ ނިއުމަރަސީގެ ހާލަތު ދެނެގަތުން ,2.1.5.1,ކީ ސްޓޭޖު 1 އަދި 2ގެ ދަރިވަރުންގެ ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން,2.1.5,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
121,3- ދިރާސީ އަހަރު ފެށޭއިރު ހިސާބު ޢިލްމުގެ ހުނަރުތައް ނޭނގޭ ދަރިވަރުން ދެނެގަނެ ލިސްޓް ސްކޫލުން ތައްޔާުރުކުރޭ,ދިރާސީ އަހަރު ފެށޭއިރު  ދަރިވަރުން ޑައިގްނޯޒްކުރުމަށް ފަހު ދަރިވަރުންގެ ލިޓްރަސީ ނިއުމަރަސީގެ ހާލަތު ދެނެގަތުން ,2.1.5.1,ކީ ސްޓޭޖު 1 އަދި 2ގެ ދަރިވަރުންގެ ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން,2.1.5,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
122,1- ދިވެހިބަހުން ލިޔަންކިޔަން ނޭނގޭ ދަރިވަރުންނަށް ރާވައިގެން ހަރަކާތްތަކެއް ހިންގާ,ލިޓްރަސީ ނިއުމަރަސީގެ ހުނަރު ތަރައްގީކުރުމަށް ރާވައިގެން ހަރަކާތްތައް ހިންގުން,2.1.5.2,ކީ ސްޓޭޖު 1 އަދި 2ގެ ދަރިވަރުންގެ ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން,2.1.5,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
123,2- އިނގިރޭސިބަހުން ލިޔަންކިޔަން ނޭނގޭ ދަރިވަރުންނަށް  ރާވައިގެން ހަރަކާތްތަކެއް ހިންގާ ,ލިޓްރަސީ ނިއުމަރަސީގެ ހުނަރު ތަރައްގީކުރުމަށް ރާވައިގެން ހަރަކާތްތައް ހިންގުން,2.1.5.2,ކީ ސްޓޭޖު 1 އަދި 2ގެ ދަރިވަރުންގެ ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން,2.1.5,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
124,3- ހިސާބު ޢިލްމުގެ ހުނަރުތައް ނޭނގޭ ދަރިވަރުންނަށް ރާވައިގެން ހަރަކާތްތަކެއް ހިންގާ,ލިޓްރަސީ ނިއުމަރަސީގެ ހުނަރު ތަރައްގީކުރުމަށް ރާވައިގެން ހަރަކާތްތައް ހިންގުން,2.1.5.2,ކީ ސްޓޭޖު 1 އަދި 2ގެ ދަރިވަރުންގެ ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން,2.1.5,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
125,1- ނެޝަނަލް ލިޓްރެސީ އެންޑް މެތެމެޓިކްސް ސްޓްރެޓެޖީ އެމްބެސެޑަރެއް ހުރޭ,ނެޝަނަލް ލިޓްރެސީ އެންޑް މެތެމެޓިކްސް ސްޓްރެޓެޖީ ތަންފީޒުކުރުން,2.1.5.3,ކީ ސްޓޭޖު 1 އަދި 2ގެ ދަރިވަރުންގެ ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން,2.1.5,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
126,2- ލިޔަންކިޔަން ނޭނގޭ ދަރިވަރުން ކުރިއަރަމުންދާ މިންވަރު މޮނީޓަރކޮށް ބަލަހައްޓާ,ނެޝަނަލް ލިޓްރެސީ އެންޑް މެތެމެޓިކްސް ސްޓްރެޓެޖީ ތަންފީޒުކުރުން,2.1.5.3,ކީ ސްޓޭޖު 1 އަދި 2ގެ ދަރިވަރުންގެ ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން,2.1.5,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
127,3- ލިޔަންކިޔަން ނޭނގޭ ދަރިވަރުން ކުރިއަރަމުންދާ މިންވަރު ބެލެނިވެރިންނާ ހިއްސާކުރޭ,ނެޝަނަލް ލިޓްރެސީ އެންޑް މެތެމެޓިކްސް ސްޓްރެޓެޖީ ތަންފީޒުކުރުން,2.1.5.3,ކީ ސްޓޭޖު 1 އަދި 2ގެ ދަރިވަރުންގެ ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން,2.1.5,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
128,4- ވަކި ޕްލޭނެއްގެ ދަށުން އެންރިޗްމެންޓް  ޕްރޮގްރާމުތައް ގެންދޭ,ނެޝަނަލް ލިޓްރެސީ އެންޑް މެތެމެޓިކްސް ސްޓްރެޓެޖީ ތަންފީޒުކުރުން,2.1.5.3,ކީ ސްޓޭޖު 1 އަދި 2ގެ ދަރިވަރުންގެ ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން,2.1.5,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
129,5- ވަކި ޕްލޭނެއްގެ ދަށުން ރިމީޑިއަލް ޕްރޮގްރާމުތައް ގެންދޭ,ނެޝަނަލް ލިޓްރެސީ އެންޑް މެތެމެޓިކްސް ސްޓްރެޓެޖީ ތަންފީޒުކުރުން,2.1.5.3,ކީ ސްޓޭޖު 1 އަދި 2ގެ ދަރިވަރުންގެ ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން,2.1.5,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
131,1- މަޢުލޫމާތު ފޯރުކޮށްދެވޭ ގޮތަށް ލެސަން ޕްލޭން ތައްޔާރުކުރޭ,މަޢުލޫމާތާއި ހުނަރާއި ސިފަ ހިމަނައިގެން ލެސަން ޕްލޭންތައް ތައްޔާރުކުރުން,2.2.1.1,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
132,2- ހުނަރުތައް ތަރައްޤީވާ ގޮތަށް ލެސަން ޕްލޭން ތައްޔާރުކުރޭ,މަޢުލޫމާތާއި ހުނަރާއި ސިފަ ހިމަނައިގެން ލެސަން ޕްލޭންތައް ތައްޔާރުކުރުން,2.2.1.1,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
133,3- ސިފަތައް އަށަގެންނެވޭ ގޮތަށް ލެސަން ޕްލޭން ތައްޔާރުކުރޭ,މަޢުލޫމާތާއި ހުނަރާއި ސިފަ ހިމަނައިގެން ލެސަން ޕްލޭންތައް ތައްޔާރުކުރުން,2.2.1.1,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
134,1- ލަރނިން އިންޓެންޝަން ޙާޞިލުވާ ގޮތަށް އުނގެނުމާއި އުނގަންނައިދިނުމުގެ ހަރަކާތްތައް ލެސަން ޕްލޭންގައި ހިމަނައިފައި ވޭ,ލާރނިންގ އިންޓެންޝަނާއި ސަކްސެސް ކްރައިޓިރިއާ ހިމަނައިގެން ލެސަން ޕްލޭން ތައްޔާރުކުރުން,2.2.1.2,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
135,2- ސަކްސެސް ކްރައިޓީރިއާގައިވާ ކަންކަން ޙާޞިލުވާ ގޮތަށް އުނގެނުމާއި އުނގަންނައިދިނުމުގެ ހަރަކާތްތައް ލެސަން ޕްލޭންގައި ހިމަނައިފައި ވޭ,ލާރނިންގ އިންޓެންޝަނާއި ސަކްސެސް ކްރައިޓިރިއާ ހިމަނައިގެން ލެސަން ޕްލޭން ތައްޔާރުކުރުން,2.2.1.2,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
136,3- ދަރިވަރުންނަށް ޙާޞިލުކުރެވޭ މިންވަރު ވަޒަންކުރެވޭ ގޮތަށް ސަކްސެސް ކްރައިޓީރިއާ އިބާރާތްކޮށްފައި ވޭ  ,ލާރނިންގ އިންޓެންޝަނާއި ސަކްސެސް ކްރައިޓިރިއާ ހިމަނައިގެން ލެސަން ޕްލޭން ތައްޔާރުކުރުން,2.2.1.2,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
137,1- ފިލާވަޅާ ގުޅޭ ގޮތަށް މައިގަނޑު ޤާބިލިއްޔަތުތަކުގެ އިންޑިކޭޓަރތައް ހިމަނައިފައި ވޭ ,މައިގަނޑު ޤާބިލިއްޔަތުތައް ތަރައްގީކުރެވޭ ގޮތަށް އުނގެނުމާއި އުނގަންނައިދިނުމުގެ ހަރަކާތްތައް ލެސަން ޕްލޭންގައި ހިމަނައިފައިވުން,2.2.1.3,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
138,2- މައިގަނޑު ޤާބިލިއްޔަތުތައް ތަރައްގީވާ ގޮތަށް އުނގެނުމާއި އުނގަންނައިދިނުމުގެ ހަރަކާތްތައް  ހިމަނައިފައި ވޭ ,މައިގަނޑު ޤާބިލިއްޔަތުތައް ތަރައްގީކުރެވޭ ގޮތަށް އުނގެނުމާއި އުނގަންނައިދިނުމުގެ ހަރަކާތްތައް ލެސަން ޕްލޭންގައި ހިމަނައިފައިވުން,2.2.1.3,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
139,3- އުނގަންނައިދޭ އެއްޗަކާއި ވަޒަންކުރާ އެއްޗަކާ ގުޅޭ ގޮތަށް މައިގަނޑު ޤާބިލިއްޔަތުތައް  ހިމަނައިފައި ވޭ ,މައިގަނޑު ޤާބިލިއްޔަތުތައް ތަރައްގީކުރެވޭ ގޮތަށް އުނގެނުމާއި އުނގަންނައިދިނުމުގެ ހަރަކާތްތައް ލެސަން ޕްލޭންގައި ހިމަނައިފައިވުން,2.2.1.3,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
140,1- ފިލާވަޅާ ގުޅޭ ގޮތަށް ހިއްސާކުރާ އަގުތައް ހިމަނައިފައި ވޭ ,ހިއްސާކުރާ އަގުތައް ތަރައްގީކުރެވޭ ގޮތަށް އުނގެނުމާއި އުނގަންނައިދިނުމުގެ ހަރަކާތްތައް ލެސަން ޕްލޭންތަކުގައި ހިމަނައިފައިވުން,2.2.1.4,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
141,2- ހިއްސާކުރާ އަގުތައް އަށަގެންނެވޭ ގޮތަށް އުނގެނުމާއި އުނގަންނައިދިނުމުގެ ހަރަކާތްތައް  ހިމަނައިފައި ވޭ,ހިއްސާކުރާ އަގުތައް ތަރައްގީކުރެވޭ ގޮތަށް އުނގެނުމާއި އުނގަންނައިދިނުމުގެ ހަރަކާތްތައް ލެސަން ޕްލޭންތަކުގައި ހިމަނައިފައިވުން,2.2.1.4,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
142,3- އުނގަންނައިދޭ އެއްޗަކާއި ވަޒަންކުރާ އެއްޗަކާ ގުޅޭ ގޮތަށް ހިއްސާކުރާ އަގުތައް  ހިމަނައިފައި ވޭ,ހިއްސާކުރާ އަގުތައް ތަރައްގީކުރެވޭ ގޮތަށް އުނގެނުމާއި އުނގަންނައިދިނުމުގެ ހަރަކާތްތައް ލެސަން ޕްލޭންތަކުގައި ހިމަނައިފައިވުން,2.2.1.4,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
143,1- އުނގެނުމުގެ އެހީ ހިމަނައިފައި ވޭ,ލެސަން ޕްލޭންގައި ފިލާވަޅާ ގުޅޭ އުނގެނުމުގެ އެހީ ހިމަނައިފައިވުން,2.2.1.5,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
144,2- އާންމު ދިރިއުޅުމާ ގުޅޭ އުނގެނުމުގެ އެހީ ހިމަނައިފައި ވޭ,ލެސަން ޕްލޭންގައި ފިލާވަޅާ ގުޅޭ އުނގެނުމުގެ އެހީ ހިމަނައިފައިވުން,2.2.1.5,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
145,3- މަޤްޞަދު ޙާޞިލުވާ ފަދަ އުނގެނުމުގެ އެހީ ހިމަނައިފައި ވޭ,ލެސަން ޕްލޭންގައި ފިލާވަޅާ ގުޅޭ އުނގެނުމުގެ އެހީ ހިމަނައިފައިވުން,2.2.1.5,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
146,1- އައިސީޕީ ހަދާފައިވާ ދަރިވަރުންނަށް ކަނޑައަޅައިފައިވާ ގޯލްތައް ޙާޞިލުކުރެވޭ ގޮތަށް އުނގަންނައިދިނުމުގެ ހަރަކާތްތައް ލެސަން ޕްލޭނުގައި ހިމަނައިފައި ވޭ,ތަފާތު ފެންވަރުގެ ދަރިވަރުންނަށް ރިއާޔަތްކޮށް ލެސަން ޕްލޭން ތައްޔާރުކުރުން,2.2.1.6,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
147,2- ތަފާތު ފެންވަރުގެ ދަރިވަރުން ބައިވެރިކުރުމަށް ހަރަކާތްތައް ހިމަނައިފައި ވޭ,ތަފާތު ފެންވަރުގެ ދަރިވަރުންނަށް ރިއާޔަތްކޮށް ލެސަން ޕްލޭން ތައްޔާރުކުރުން,2.2.1.6,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
148,3- ތަފާތު ފެންވަރުގެ ދަރިވަރުންނަށް ބައިވެރިވެވޭނެހެން މަޢުލޫމާތާއި ހުނަރު އަދި އަގުތައް (ވެލިއުސް) ހިމަނައިފައި ވޭ,ތަފާތު ފެންވަރުގެ ދަރިވަރުންނަށް ރިއާޔަތްކޮށް ލެސަން ޕްލޭން ތައްޔާރުކުރުން,2.2.1.6,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
149,1- އުނގެނުން ވަޒަންކުރާނެ ގޮތް ލެސަންޕްލޭނުގައި ހިމަނައިފައި ވޭ , އުނގެނުން ވަޒަންކުރުން ލެސަން ޕްލޭންތަކުގައި ހިމެނުން,2.2.1.7,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
150,2- އުނގެނުން ވަޒަންކުރުމަށް ބޭނުންކުރާނެ ޓޫލް ހިމަނައިފައި ވޭ, އުނގެނުން ވަޒަންކުރުން ލެސަން ޕްލޭންތަކުގައި ހިމެނުން,2.2.1.7,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
151,3- ފެންވަރުގެ ގޮތުން ތަފާތު ދަރިވަރުން އެސެސްކުރާނެ ގޮތްތައް ހިމަނައިފައި ވޭ , އުނގެނުން ވަޒަންކުރުން ލެސަން ޕްލޭންތަކުގައި ހިމެނުން,2.2.1.7,ލެސަން ޕްލޭން ތައްޔާރުކުރުން (ކީސްޓޭޖް),2.2.1,ފެންވަރު 2.2: އުނގެނުމާއި އުނގަންނައިިދިނުމަށް ތައްޔާރުވުން (ކީސްޓޭޖް)
