IndicatorCode,Indicators,Outcomes,OutcomeNo,Substrand,SubstrandNo,StrandNo and Strand
77,2- ސްްކީމުގައި ހިމަނަންޖެހޭ މުހިއްމު ބައިތައް ހިމަނައިފައި ވޭ, ސްކީމްތައް ތައްޔާރުކުރުން,2.1.1.4,އުނގަންނައިދިނުމާ ގުޅޭ ނިޒާމީ ކަންކަން ކަނޑައެޅުން,2.1.1,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
78,3-ހުރިހައި ގްރޭޑެއްގެ ހުރިހައި މާއްދާއެއްގެ ސްކީމްތައް ތައްޔާރުކޮށްފައި ވޭ, ސްކީމްތައް ތައްޔާރުކުރުން,2.1.1.4,އުނގަންނައިދިނުމާ ގުޅޭ ނިޒާމީ ކަންކަން ކަނޑައެޅުން,2.1.1,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
79,1- ކޯޑިނޭޝަން ކުރިއަށް ގެންދާނެ ގޮތެއް ސްކޫލުން ކަނޑައަޅައިފައި ވޭ,ކޯޑިނޭޝަން ބައްދަލުވުންތައް ބޭއްވުން,2.1.1.5,އުނގަންނައިދިނުމާ ގުޅޭ ނިޒާމީ ކަންކަން ކަނޑައެޅުން,2.1.1,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
80,2- ކޯޑިނޭޝަން މީޓިންތަކުގައި ފިލާވަޅާ ގުޅޭގޮތުން ފުޅާ ދާއިރާއެއްގައި މަޝްވަރާކުރޭ,ކޯޑިނޭޝަން ބައްދަލުވުންތައް ބޭއްވުން,2.1.1.5,އުނގަންނައިދިނުމާ ގުޅޭ ނިޒާމީ ކަންކަން ކަނޑައެޅުން,2.1.1,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
81,3- ކޯޑިނޭޝަން މީޓިންތައް ހަފުތާއަކު އެއްފަހަރު ބާއްވާ,ކޯޑިނޭޝަން ބައްދަލުވުންތައް ބޭއްވުން,2.1.1.5,އުނގަންނައިދިނުމާ ގުޅޭ ނިޒާމީ ކަންކަން ކަނޑައެޅުން,2.1.1,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
82,1- ލެސަން ޕްލޭން ތައްޔާރުކުރުމަށް (ކަރިކިޔުލަމްގައި ހިމެނޭ މުހިއްމު ބަހާތައް ހިމެނޭ ގޮތަށް) ފޯމެޓެއް ކަނޑައަޅައިފައި ވޭ,ލެސަން ޕްލޭން ޗެކުކުރުން ,2.1.2.1,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
83,2- ލެސަން ޕްލޭން ހަވާލުކުރުމާއި ޗެކްކުރުމަށް ވަކި އުސޫލެއް ކަނޑައަޅައިފައި ވޭ,ލެސަން ޕްލޭން ޗެކުކުރުން ,2.1.2.1,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
84,3- ލެސަން ޕްލޭނަށް ގެންނަންޖެހޭ ބަދަލުތައް ގެނުވާ,ލެސަން ޕްލޭން ޗެކުކުރުން ,2.1.2.1,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
85,1- ހަފްތާއަކު/ޓާމަކު އޮބްޒަރވްކުރާނެ ފިލާވަޅުގެ އަދަދު ސްކޫލުން ކަނޑައަޅައިފައި ވޭ,ލެސަން އޮބްޒަރވްކުރުން,2.1.2.2,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
86,2- ފިލާވަޅުތައް އޮބްޒަރވްކުރުމަށް ތާވަލެއް ތައްޔާރުކޮށްފައި ވޭ,ލެސަން އޮބްޒަރވްކުރުން,2.1.2.2,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
87,3- ކޮންމެ މުދައްރިސެއްގެ މަދުވެގެން 2 ފިލާވަޅު، ޓާމަކު އޮބްޒަރވްކުރޭ,ލެސަން އޮބްޒަރވްކުރުން,2.1.2.2,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
88,1- ހަފްތާއަކު ޗެކްކުރާނެ ފޮތްސެޓުގެ އަދަދު ކަނޑައަޅައިފައި ވޭ ,ދަރިވަރުންގެ ފޮތްތައް ޗެކުކުރުން ,2.1.2.3,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
89,2- ފޮތް ސެޓު ޗެކުކުރުމަށް ފަހު މުދައްރިސުންނަށް ލިޔުމުން ފީޑުބެކު ދޭ,ދަރިވަރުންގެ ފޮތްތައް ޗެކުކުރުން ,2.1.2.3,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
90,3- އުސޫލާ އެއްގޮތަށް ފޮތް ސެޓު ޗެކުކުރާކަން ކަށަވަރުކުރޭ ,ދަރިވަރުންގެ ފޮތްތައް ޗެކުކުރުން ,2.1.2.3,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
91,1- ވަރކްޝީޓް ފަދަ ތަކެތި ޗާޕްކުރުމުގެ ކުރިން ލީޑިން ޓީޗަރުން އެ ތަކެތި ޗެކްކުރޭ,ދަރިވަރުންނަށް ފޯރުކޮށްދޭ  ކޮންޓެންޓަކީ ދަރިވަރުންގެ އުމުރާ ގުޅޭ، އިސްލާމްދީނާއި ދިވެހި ސަގާފަތާ އެއްގޮތްވާ ކޮންޓެންޓެްތަކެއްކަން  ސްކްރީންކޮށް، ސްކޫލުން ކަށަވަރުކުރުން,2.1.2.4,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
92,2- ދަރިވަރުންނަށް ފޯރުކޮށްދޭ  ކޮންޓެންޓަކީ ދަރިވަރުންގެ އުމުރާ ގުޅޭ ކޮންޓެންޓެްތަކެއްކަން  ސްކޫލުން ކަށަވަރުކުރޭ,ދަރިވަރުންނަށް ފޯރުކޮށްދޭ  ކޮންޓެންޓަކީ ދަރިވަރުންގެ އުމުރާ ގުޅޭ، އިސްލާމްދީނާއި ދިވެހި ސަގާފަތާ އެއްގޮތްވާ ކޮންޓެންޓެްތަކެއްކަން   ސްކޫލުން ކަށަވަރުކުރުން,2.1.2.4,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
93,3- އުނގަންނައިދިނުމަށް ބޭނުންކުރާ ވަސީލަތްތަކަކީ އިސްލާމްދީނާއި ދިވެހި ސަގާފަތާ އެއްގޮތްވާ ވަސީލަތްތަކެއްކަން  ސްކޫލުން ކަށަވަރުކުރޭ,ދަރިވަރުންނަށް ފޯރުކޮށްދޭ  ކޮންޓެންޓަކީ ދަރިވަރުންގެ އުމުރާ ގުޅޭ، އިސްލާމްދީނާއި ދިވެހި ސަގާފަތާ އެއްގޮތްވާ ކޮންޓެންޓެްތަކެއްކަން  ސްކޫލުން ކަށަވަރުކުރުން,2.1.2.4,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
94,1- އެސެސްމަންޓް ފޯ ލަރނިން ގެންދާއިރު، ރުބްރިކް ބޭނުންކުރަންޖެހޭ ހާލަތްތަކުގައި ރުބުރިކް ބޭނުންކޮށްގެން، ދަރިިވަރުން ވަޒަންކުރޭ,އެސެސްމަންޓް ފޯ ލަރނިން ކުރިއަށް ގެންދިއުން ,2.1.3.1,އެސެސްމަންޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.3,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
95,2- އެސެސްމަންޓް ފޯ ލަރނިން ގެންދާއިރު، ދަރިވަރުންނަށް ޙާޞިލުވަމުންދާ މިންވަރު އެއް ޝީޓަކުން (ޗެކުލިސްޓަކުން) ފެންނާނެހެން ރެކޯޑުކުރޭ,އެސެސްމަންޓް ފޯ ލަރނިން ކުރިއަށް ގެންދިއުން ,2.1.3.1,އެސެސްމަންޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.3,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
96,3- ދަރިވަރުން ކުރިއަރަމުން އަންނަ މިންވަރު ބެލެނިވެރިންނާ ހިއްސާކުރޭ,އެސެސްމަންޓް ފޯ ލަރނިން ކުރިއަށް ގެންދިއުން ,2.1.3.1,އެސެސްމަންޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.3,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
97,1- ޓޭބަލް އޮފް ސްޕެސިފިކޭޝަނަށް ބިނާކޮށްގެން ޓެސްޓު ޕޭޕަރުތައް ތައްޔާރުކުރޭ,އެސެސްމަންޓް އޮފް ލަރނިން ކުރިއަށް ގެންދިއުން ,2.1.3.2,އެސެސްމަންޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.3,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
98,2- މާކިން ސްކީމް ބޭނުންކޮށްގެން ޓެސްޓު ޕޭޕަރުތައް މާކުކުރޭ,އެސެސްމަންޓް އޮފް ލަރނިން ކުރިއަށް ގެންދިއުން ,2.1.3.2,އެސެސްމަންޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.3,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
99,3- ދަރިވަރުން ކުރިއަރަމުން އަންނަ މިންވަރު ދަރިވަރުންނާ ހިއްސާކުރޭ,އެސެސްމަންޓް އޮފް ލަރނިން ކުރިއަށް ގެންދިއުން ,2.1.3.2,އެސެސްމަންޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.3,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
100,4- ދަރިވަރުން ކުރިއަރަމުން އަންނަ މިންވަރު ބެލެނިވެރިންނާ ހިއްސާކުރޭ,އެސެސްމަންޓް އޮފް ލަރނިން ކުރިއަށް ގެންދިއުން ,2.1.3.2,އެސެސްމަންޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.3,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
101,5- ދަރިވަރުންގެ ނަތީޖާތަކަށް ބިނާކޮށް އިތުރު އެހީ ބޭނުންވާ ދަރިވަރުންގެ ލިސްޓު ތައްޔާރުކޮށް، އެ ދަރިވަރުންނަށް އެހީތެރިކަން ފޯރުކޮށްދޭ,އެސެސްމަންޓް އޮފް ލަރނިން ކުރިއަށް ގެންދިއުން ,2.1.3.2,އެސެސްމަންޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.3,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
102,1- ދަރިވަރުންނަށް ލިޔަންކިޔަން އެނގޭ މިންވަރު ދެނެގަނެ، ލިޔެކިޔުން ބަލަހައްޓާ,އެލްކޭޖީގެ ދަރިވަރުންނަށް ލިޔަންކިޔަން އެނގޭ މިންވަރު ދެނެގަނެފައިވުން ,2.1.4.1,ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން(ފައުންޑޭޝަން ސްޓޭޖް),2.1.4,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
103,2- ދަރިވަރުންނަށް ލިޔަންކިޔަން ދަސްކޮށްދިނުމަށް ހިންގާ ޕްރޮގްރާމްތަކުގެ ލިޔެކިޔުންތައް ބަލަހައްޓާ,އެލްކޭޖީގެ ދަރިވަރުންނަށް ލިޔަންކިޔަން އެނގޭ މިންވަރު ދެނެގަނެފައިވުން ,2.1.4.1,ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން(ފައުންޑޭޝަން ސްޓޭޖް),2.1.4,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
104,3- އެލްކޭޖީ ނިމޭއިރު ޙާޞިލުވާންޖެހޭ މިންވަރު ދަރިވަރުންނަށް ޙާޞިލުކޮށްދޭ,އެލްކޭޖީގެ ދަރިވަރުންނަށް ލިޔަންކިޔަން އެނގޭ މިންވަރު ދެނެގަނެފައިވުން ,2.1.4.1,ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން(ފައުންޑޭޝަން ސްޓޭޖް),2.1.4,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
105,1- ޔޫކޭޖީގެ ދަރިވަރުންނަށް ލިޔަންކިޔަން އެނގޭ މިންވަރު ދެނެގަނެ، ލިޔެކިޔުންތައް ބަލަހައްޓާ,ޔޫކޭޖީގެ ދަރިވަރުންނަށް ލިޔަންކިޔަން އެނގޭ މިންވަރު ދެނެގަތުމާއި އަޅަންޖެހޭ ފިޔަވަޅުތައް އެޅުން,2.1.4.2,ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން(ފައުންޑޭޝަން ސްޓޭޖް),2.1.4,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
106,2- ލިޔަންކިޔަން ދަސްކޮށްދިނުމަށް އިތުރު އެހީތެރިކަން ބޭނުންވާ ދަރިވަރުންނަށް ހަރަކާތްތައް ރާވައި ހިންގާ,ޔޫކޭޖީގެ ދަރިވަރުންނަށް ލިޔަންކިޔަން އެނގޭ މިންވަރު ދެނެގަތުމާއި އަޅަންޖެހޭ ފިޔަވަޅުތައް އެޅުން,2.1.4.2,ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން(ފައުންޑޭޝަން ސްޓޭޖް),2.1.4,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
107,3- ޔޫކޭޖީ ނިންމައި ގްރޭޑް 1އަށް ދާ ދަރިވަރުންނަށް މުގައްރަރުގައި ކަނޑައަޅައިފައިވާ މިންވަރު ދަރިވަރުންނަށް ޙާޞިލުކޮށްދެވިފައިވާކަން ކަށަވަރުކުރޭ,ޔޫކޭޖީގެ ދަރިވަރުންނަށް ލިޔަންކިޔަން އެނގޭ މިންވަރު ދެނެގަތުމާއި އަޅަންޖެހޭ ފިޔަވަޅުތައް އެޅުން,2.1.4.2,ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން(ފައުންޑޭޝަން ސްޓޭޖް),2.1.4,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
108,1- ދިވެހިބަހުން ވާހަކަ ދެއްކުމާއި އަޑުއެހުމުގެ ހުނަރު ދަރިވަރުންގެ ކިބައިގައި ހަރުލެއްވުމަށް ތަފާތު ހަރަކާތް ހިންގާ,ދިވެހިބަހުން ވާހަކަ ދެއްކުމާއި އަޑުއެހުމުގެ ހުނަރު ދަރިވަރުންގެ ކިބައިގައި ހަރުލެއްވުން,2.1.4.3,ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން(ފައުންޑޭޝަން ސްޓޭޖް),2.1.4,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
109,2- ދިވެހިބަހުން ލިޔުމާއި ކިޔުމުގެ ހުނަރު ދަރިވަރުންގެ ކިބައިގައި ހަރުލެއްވުމަށް ހަރަކާތް ހިންގާ,ދިވެހިބަހުން ވާހަކަ ދެއްކުމާއި އަޑުއެހުމުގެ ހުނަރު ދަރިވަރުންގެ ކިބައިގައި ހަރުލެއްވުން,2.1.4.3,ލިޓްރަސީ ނިއުމަރަސީ ހަރުދަނާކުރުން(ފައުންޑޭޝަން ސްޓޭޖް),2.1.4,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު
