IndicatorCode,Indicators,Outcomes,OutcomeNo,Substrand,SubstrandNo,StrandNo and Strand
389,3- ބެލެނިވެރިންނަށް މަޢުލޫމާތު ދޭ,ޞިއްޙީގޮތުން ފައިދާހުރި ކާނާގެ މަޢުލޫމާތު ދިނުން,3.3.1.2,ދަރިވަރުންގެ ދުޅަހެޔޮކަން ކަށަވަރުކުރުން,3.3.1,ފެންވަރު 3.3: ހަށިގަނޑުގެ ދުޅަހެޔޮކަމާއި ފައިދާހުރި ކާނާ 
391,1- ރައްކައުތެރި ބޯފެން ލިބެން ހުރޭ,ރައްކާތެރި ބޯފެން ފޯރުކޮށްދިނުން,3.4.1.1,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
392,2- ފަސޭހައިން ބޯފެން ލިބޭނެ އިންތިޒާމު ހަމަޖައްސައިފައި ވޭ,ރައްކާތެރި ބޯފެން ފޯރުކޮށްދިނުން,3.4.1.1,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
393,3-  ބޯފެނުގެ ރައްކައުތެރިކަން ކަށަވަރުކުރޭ,ރައްކާތެރި ބޯފެން ފޯރުކޮށްދިނުން,3.4.1.1,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
394,"1- ދަރިވަރުންނަށް ބޭނުންވާ އަދަދަށް (ދެ ޖިންސަށް ވަކިން) ފާޚާނާ ހުރޭ

",ފާޚާނާ ހުރުން ,3.4.1.2,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
395,"2- މުވައްޒަފުންނަށް ބޭނުންވާ އަދަދަށް (ދެ ޖިންސަށް ވަކިން) ފާޚާނާ ހުރޭ

",ފާޚާނާ ހުރުން ,3.4.1.2,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
396,3- ފައުންޑޭޝަން އަދި ގުރޭޑް 1ގެ ދަރިވަރުންގެ އުމުރާ ގުޅޭ ފާޚާނާ ހުރޭ,ފާޚާނާ ހުރުން ,3.4.1.2,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
397,4- ފައުންޑޭޝަންގެ ދަރިވަރުންގެ ފާޚާނާތައް ރަނގަޅަށް އަލި ލިބޭ ގޮަތަށް އަދި ވައި ދައުރުވާ ގޮތަށް ހުރޭ ,ފާޚާނާ ހުރުން ,3.4.1.2,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
1000,5- ފައުންޑޭޝަންގެ ދަރިވަރުންގެ ފާޚާނާތައް ތަޅު ނުލެވޭ ގޮތަށް ހުރޭ ,ފާޚާނާ ހުރުން ,3.4.1.2,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
1001,6- ފައުންޑޭޝަންގެ ދަރިވަރުންގެ ފާޚާނާތައް ދޮރުފަތުގެ ތިރިން ކަނޑާފައި ހުރޭ ,ފާޚާނާ ހުރުން ,3.4.1.2,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
398,7- ޖިސްމާނީ ގޮތުން ޚާއްޞައެހީއަށް ބޭނުންވާ ފަރާތްތަކަށް ފާޚާނާ ހުރޭ,ފާޚާނާ ހުރުން ,3.4.1.2,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
399,1- ދަރިވަރުންގެ ފާޚާނާތަކުގެ ސާފުތާހިރުކަން ބަލަހައްޓާ,ދަރިވަރުންގެ ފާާޚާނާތަކުގެ ސާފުތާހިރުކަން ބެލެހެއްޓުން,3.4.1.3,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
400,2- ފާޚާނާތަކުގައި ސައިބޯނި ބަހައްޓައިފައި ހުރޭ,ދަރިވަރުންގެ ފާާޚާނާތަކުގެ ސާފުތާހިރުކަން ބެލެހެއްޓުން,3.4.1.3,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
401,3-  ފާޚާނާތަކުގައި ޑަސްބިން ބަހައްޓައިފައި ހުރޭ ,ދަރިވަރުންގެ ފާާޚާނާތަކުގެ ސާފުތާހިރުކަން ބެލެހެއްޓުން,3.4.1.3,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
402,1- މުވައްޒަފުންގެ ފާޚާނާތަކުގެ ސާފުތާހިރުކަން ބަލަހައްޓާ,މުވައްޒަފުންގެ  ފާާޚާނާތައް ސާފުތާހިރުކަން ބެލެހެއްޓުން,3.4.1.4,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
403,2- ފާޚާނާތަކުގައި ސައިބޯނި ބަހައްޓައިފައި ހުރޭ,މުވައްޒަފުންގެ  ފާާޚާނާތައް ސާފުތާހިރުކަން ބެލެހެއްޓުން,3.4.1.4,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
404,3-  ފާޚާނާތަކުގައި ޑަސްބިން ބަހައްޓައިފައި ހުރޭ ,މުވައްޒަފުންގެ  ފާާޚާނާތައް ސާފުތާހިރުކަން ބެލެހެއްޓުން,3.4.1.4,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
405,1-  ފާޚާނާތައް މަރާމާތުކޮށް ބަލަހައްޓާ,ފާޚާނާތައް މަރާމާތުކުރުން,3.4.1.5,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
406,2- ދަރިވަރުންގެ ފާޚާނާތައް ބޭނުންކުރެވޭ ހާލަތުގައި ހުރޭ ,ފާޚާނާތައް މަރާމާތުކުރުން,3.4.1.5,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
407,3- މުވައްޒަފުންގެ ފާޚާނާތައް ބޭނުންކުރެވޭ ހާލަތުގައި ހުރޭ,ފާޚާނާތައް މަރާމާތުކުރުން,3.4.1.5,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
408,1- ސްކޫލުގައި އަތްދޮވެވޭނެ އިންތިޒާމު ހަމަޖައްސައިފައި ވޭ,އަތްދޮވެވޭނެ އިންތިޒާމު ހަމަޖެއްސުމާއި ހޭލުންތެރިކުރުވުން,3.4.1.6,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
409,2- އަތްދޮވުމުގެ މުހިންމުކަމުގެ މަޢުލޫމާތު ދަރިވަރުންނަށް ދޭ,އަތްދޮވެވޭނެ އިންތިޒާމު ހަމަޖެއްސުމާއި ހޭލުންތެރިކުރުވުން,3.4.1.6,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
410,3- އަތްދޮންނަ ގޮތުގެ މަޢުލޫމާތު ފެންނަގޮތަށް ބަހައްޓައިފައި ހުރޭ,އަތްދޮވެވޭނެ އިންތިޒާމު ހަމަޖެއްސުމާއި ހޭލުންތެރިކުރުވުން,3.4.1.6,ފެނާއި ފާޚާނާގެ ނިޒާމު ޤާއިމުކުރުން,3.4.1,ފެންވަރު 3.4: ވޯޓަރ، ސެނިޓޭޝަން އެންޑް ހައިޖިން (ވޮޝް) 
412,1- ސްކޫލް ހިއްސާވާ ފަރާތްތައް ސްކޫލްހެލްތު ޕޮލިސީއަށް އަހުލުވެރިކުރުވާ,ސްކޫލް ހެލްތު ޕޮލިސީ ތަންފީޒުކުރުން,3.5.1.1,ރައްކާތެރިކަމާ ގުޅޭ އުސޫލުތައް ތަންފީޒުކުރުން,3.5.1,ފެންވަރު 3.5: ޞިއްޙަތާއި ރައްކާތެރިކަމާ ގުޅުންހުރި ޕޮލިސީތަކާއި އުސޫލުތައް
413,2-  ސްކޫލް ހެލްތު ޕޮލިސީ ތަންފީޒުކުރާކަން ކަށަވަރުކުރޭ,ސްކޫލް ހެލްތު ޕޮލިސީ ތަންފީޒުކުރުން,3.5.1.1,ރައްކާތެރިކަމާ ގުޅޭ އުސޫލުތައް ތަންފީޒުކުރުން,3.5.1,ފެންވަރު 3.5: ޞިއްޙަތާއި ރައްކާތެރިކަމާ ގުޅުންހުރި ޕޮލިސީތަކާއި އުސޫލުތައް
414,3- ސްކޫލް ހެލްތު  ޕޮލިސީ ތަންފީޒުކުރުމުގެ ރެކޯޑުތައް ބަލަހައްޓާ,ސްކޫލް ހެލްތު ޕޮލިސީ ތަންފީޒުކުރުން,3.5.1.1,ރައްކާތެރިކަމާ ގުޅޭ އުސޫލުތައް ތަންފީޒުކުރުން,3.5.1,ފެންވަރު 3.5: ޞިއްޙަތާއި ރައްކާތެރިކަމާ ގުޅުންހުރި ޕޮލިސީތަކާއި އުސޫލުތައް
415,1- ދަރިވަރުންނާ ހިއްސާކޮށްފައި ވޭ,ގަނާކުރުން ހުއްޓުވުމުގެ އުސޫލު ސްކޫލް ހިއްސާވާ ފަރާތްތަކާ ހިއްސާކުރުން,3.5.1.2,ރައްކާތެރިކަމާ ގުޅޭ އުސޫލުތައް ތަންފީޒުކުރުން,3.5.1,ފެންވަރު 3.5: ޞިއްޙަތާއި ރައްކާތެރިކަމާ ގުޅުންހުރި ޕޮލިސީތަކާއި އުސޫލުތައް
416,2- ބެލެނިވެރިންނާ ހިއްސާކޮށްފައި ވޭ,ގަނާކުރުން ހުއްޓުވުމުގެ އުސޫލު ސްކޫލް ހިއްސާވާ ފަރާތްތަކާ ހިއްސާކުރުން,3.5.1.2,ރައްކާތެރިކަމާ ގުޅޭ އުސޫލުތައް ތަންފީޒުކުރުން,3.5.1,ފެންވަރު 3.5: ޞިއްޙަތާއި ރައްކާތެރިކަމާ ގުޅުންހުރި ޕޮލިސީތަކާއި އުސޫލުތައް
417,3- މުވައްޒަފުންނާ ހިއްސާކޮށްފައި ވޭ,ގަނާކުރުން ހުއްޓުވުމުގެ އުސޫލު ސްކޫލް ހިއްސާވާ ފަރާތްތަކާ ހިއްސާކުރުން,3.5.1.2,ރައްކާތެރިކަމާ ގުޅޭ އުސޫލުތައް ތަންފީޒުކުރުން,3.5.1,ފެންވަރު 3.5: ޞިއްޙަތާއި ރައްކާތެރިކަމާ ގުޅުންހުރި ޕޮލިސީތަކާއި އުސޫލުތައް
418,1- ގަނާކުރުން ހުއްޓުވުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުމުގެ މަސްއޫލިއްޔަތު މުވައްޒަފަކާ ލިޔުމުން ހަވާލުކޮށްފައި ވޭ,ގަނާކުރުން ހުއްޓުވުމުގެ އުސޫލު ތަންފީޒުކުރުން,3.5.1.3,ރައްކާތެރިކަމާ ގުޅޭ އުސޫލުތައް ތަންފީޒުކުރުން,3.5.1,ފެންވަރު 3.5: ޞިއްޙަތާއި ރައްކާތެރިކަމާ ގުޅުންހުރި ޕޮލިސީތަކާއި އުސޫލުތައް
419,2- ގަނާކުރުން ހުއްޓުވުމަށް ސްކޫލުން އުސޫލެއް ހަދާފައިވޭ,ގަނާކުރުން ހުއްޓުވުމުގެ އުސޫލު ތަންފީޒުކުރުން,3.5.1.3,ރައްކާތެރިކަމާ ގުޅޭ އުސޫލުތައް ތަންފީޒުކުރުން,3.5.1,ފެންވަރު 3.5: ޞިއްޙަތާއި ރައްކާތެރިކަމާ ގުޅުންހުރި ޕޮލިސީތަކާއި އުސޫލުތައް
420,3- ގަނާކުރުން ހުއްޓުވުމުގެ އުސޫލު ތަންފީޒުކޮށް، ގުޅުންހުރި ލިޔެކިއުންތައް ބަލަހައްޓާ,ގަނާކުރުން ހުއްޓުވުމުގެ އުސޫލު ތަންފީޒުކުރުން,3.5.1.3,ރައްކާތެރިކަމާ ގުޅޭ އުސޫލުތައް ތަންފީޒުކުރުން,3.5.1,ފެންވަރު 3.5: ޞިއްޙަތާއި ރައްކާތެރިކަމާ ގުޅުންހުރި ޕޮލިސީތަކާއި އުސޫލުތައް
421,1- މުވައްޒަފުން އަހުލުވެރިކުރޭ,ގަނާކުރުން ހުއްޓުވުމުގެ އުސޫލަށް ސްކޫލް ހިއްސާވާ ފަރާތްތައް އަހުލުވެރިކުރުން ,3.5.1.4,ރައްކާތެރިކަމާ ގުޅޭ އުސޫލުތައް ތަންފީޒުކުރުން,3.5.1,ފެންވަރު 3.5: ޞިއްޙަތާއި ރައްކާތެރިކަމާ ގުޅުންހުރި ޕޮލިސީތަކާއި އުސޫލުތައް
422,2- ބެލެނިވެރިން އަހުލުވެރިކުރޭ,ގަނާކުރުން ހުއްޓުވުމުގެ އުސޫލަށް ސްކޫލް ހިއްސާވާ ފަރާތްތައް އަހުލުވެރިކުރުން ,3.5.1.4,ރައްކާތެރިކަމާ ގުޅޭ އުސޫލުތައް ތަންފީޒުކުރުން,3.5.1,ފެންވަރު 3.5: ޞިއްޙަތާއި ރައްކާތެރިކަމާ ގުޅުންހުރި ޕޮލިސީތަކާއި އުސޫލުތައް
423,3- ދަރިވަރުން އަހުލުވެރިކުރޭ,ގަނާކުރުން ހުއްޓުވުމުގެ އުސޫލަށް ސްކޫލް ހިއްސާވާ ފަރާތްތައް އަހުލުވެރިކުރުން ,3.5.1.4,ރައްކާތެރިކަމާ ގުޅޭ އުސޫލުތައް ތަންފީޒުކުރުން,3.5.1,ފެންވަރު 3.5: ޞިއްޙަތާއި ރައްކާތެރިކަމާ ގުޅުންހުރި ޕޮލިސީތަކާއި އުސޫލުތައް
424,"1- ލިއޭޒަން އޮފިސަރަކާއި ޑެޕިއުޓީ ލިއޭޒަން އޮފިސަރުގެ މަސްއޫލިއްޔަތު  ލިޔުމުން ހަވާލުކޮށްފައި ވޭ




",ޗައިލްޑް ޕްރޮޓެކްޝަން ޕޮލިސީ ތަންފީޒުކުރުން,3.5.1.5,ރައްކާތެރިކަމާ ގުޅޭ އުސޫލުތައް ތަންފީޒުކުރުން,3.5.1,ފެންވަރު 3.5: ޞިއްޙަތާއި ރައްކާތެރިކަމާ ގުޅުންހުރި ޕޮލިސީތަކާއި އުސޫލުތައް
425,2-  ޗައިލްޑް ޕްރޮޓެކްޝަން ޕޮލިސީ ތަންފީޒުކުރުމުގެ ރެކޯޑުތައް ބަލަހައްޓާ,ޗައިލްޑް ޕްރޮޓެކްޝަން ޕޮލިސީ ތަންފީޒުކުރުން,3.5.1.5,ރައްކާތެރިކަމާ ގުޅޭ އުސޫލުތައް ތަންފީޒުކުރުން,3.5.1,ފެންވަރު 3.5: ޞިއްޙަތާއި ރައްކާތެރިކަމާ ގުޅުންހުރި ޕޮލިސީތަކާއި އުސޫލުތައް
426,3- ލިއޭޒަން އޮފިސަރާއި ޑެޕިއުޓީ ލިއޭޒަން އޮފިސަރުގެ ޒިންމާއަދާކުރާކަން ކަށަވަރުކުރޭ,ޗައިލްޑް ޕްރޮޓެކްޝަން ޕޮލިސީ ތަންފީޒުކުރުން,3.5.1.5,ރައްކާތެރިކަމާ ގުޅޭ އުސޫލުތައް ތަންފީޒުކުރުން,3.5.1,ފެންވަރު 3.5: ޞިއްޙަތާއި ރައްކާތެރިކަމާ ގުޅުންހުރި ޕޮލިސީތަކާއި އުސޫލުތައް
427,1- މުވައްޒަފުން އަހުލުވެރިކުރޭ,ޗައިލްޑް ޕްރޮޓެކްޝަން ޕޮލިސީއަށް ހިއްސާވާ ފަރާތްތައް އަހުލުވެރިކުރުން  ,3.5.1.6,ރައްކާތެރިކަމާ ގުޅޭ އުސޫލުތައް ތަންފީޒުކުރުން,3.5.1,ފެންވަރު 3.5: ޞިއްޙަތާއި ރައްކާތެރިކަމާ ގުޅުންހުރި ޕޮލިސީތަކާއި އުސޫލުތައް
428,2- ބެލެނިވެރިން އަހުލުވެރިކުރޭ,ޗައިލްޑް ޕްރޮޓެކްޝަން ޕޮލިސީއަށް ހިއްސާވާ ފަރާތްތައް އަހުލުވެރިކުރުން  ,3.5.1.6,ރައްކާތެރިކަމާ ގުޅޭ އުސޫލުތައް ތަންފީޒުކުރުން,3.5.1,ފެންވަރު 3.5: ޞިއްޙަތާއި ރައްކާތެރިކަމާ ގުޅުންހުރި ޕޮލިސީތަކާއި އުސޫލުތައް
429,3- ދަރިވަރުން އަހުލުވެރިކުރޭ,ޗައިލްޑް ޕްރޮޓެކްޝަން ޕޮލިސީއަށް ހިއްސާވާ ފަރާތްތައް އަހުލުވެރިކުރުން  ,3.5.1.6,ރައްކާތެރިކަމާ ގުޅޭ އުސޫލުތައް ތަންފީޒުކުރުން,3.5.1,ފެންވަރު 3.5: ޞިއްޙަތާއި ރައްކާތެރިކަމާ ގުޅުންހުރި ޕޮލިސީތަކާއި އުސޫލުތައް
