IndicatorCode,Indicators,Outcomes,OutcomeNo,Substrand,SubstrandNo,StrandNo and Strand
345,3- މުވައްޒަފުން ޕްރޮގްރާމް ހިންގާ,ޞިއްޙީ ކަންކަމާ ގުޅޭ ގޮތުން ހޭލުންތެރިކުރުމަށް  ޕްރޮގްރާމް ހިންގުން,3.1.1.5,ޞިއްޙީ ޚިދުމަތް ފޯރުކޮށްދިނުން,3.1.1,ފެންވަރު 3.1: ޞިއްޙީ ވަސީލަތްތަކާއި ޚިދުމަތްތައް
346,1- ކައުންސެލިން/ގައިޑެންސް ދިނުމަށް  މުވައްޒަފަކު ހަމަޖައްސާފައި ވޭ,ކައުންސެލިން/ގައިޑެންސް ދިނުމަށް މުވައްޒަފަކު ހަމަޖެއްސުން,3.1.2.1,ކައުންސެލިން/ގައިޑެންސް ދިނުން,3.1.2,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
347,2- ތަމްރީނުވެފައިވާ ކައުންސެލަރެއް ހުރޭ,ކައުންސެލިން/ގައިޑެންސް ދިނުމަށް މުވައްޒަފަކު ހަމަޖެއްސުން,3.1.2.1,ކައުންސެލިން/ގައިޑެންސް ދިނުން,3.1.2,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
348,3- ވަޒީފާ ބަޔާނުގައި ސޮއިކުރުވާފައި ވޭ,ކައުންސެލިން/ގައިޑެންސް ދިނުމަށް މުވައްޒަފަކު ހަމަޖެއްސުން,3.1.2.1,ކައުންސެލިން/ގައިޑެންސް ދިނުން,3.1.2,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
349,1- ކައުންސެލިން/ގައިޑެންސް ދިނުމަށް ތަނެއް ހަމަޖައްސާފައި ވޭ,ކައުންސެލިން/ގައިޑެންސް ދިނުމަށް ބޭނުންވާ ވަޞީލަތްތައް ޤާއިމުކުރުން,3.1.2.2,ކައުންސެލިން/ގައިޑެންސް ދިނުން,3.1.2,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
350,2- ސިއްރު ހިފެހެއްޓޭނެ އިންތިޒާމު ހަމަޖައްސާފައި ވޭ,ކައުންސެލިން/ގައިޑެންސް ދިނުމަށް ބޭނުންވާ ވަޞީލަތްތައް ޤާއިމުކުރުން,3.1.2.2,ކައުންސެލިން/ގައިޑެންސް ދިނުން,3.1.2,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
351,3- ރައްކާތެރިކަމާ އެކު ލިޔެކިއުންތައް ބެލެހެއްޓޭނެ އިންތިޒާމު ހަމަޖައްސާފައި ވޭ,ކައުންސެލިން/ގައިޑެންސް ދިނުމަށް ބޭނުންވާ ވަޞީލަތްތައް ޤާއިމުކުރުން,3.1.2.2,ކައުންސެލިން/ގައިޑެންސް ދިނުން,3.1.2,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
352,1- ކައުންސެލިން/ގައިޑެންސް ބޭނުންވާ ދަރިވަރުންނަށް ޚިދުމަތް ފޯރުކޮށްދޭ,ކައުންސެލާގެ މަސްއޫލިއްޔަތު އަދާކުރުން,3.1.2.3,ކައުންސެލިން/ގައިޑެންސް ދިނުން,3.1.2,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
353,2- ކައުންސެލިން/ގައިޑެންސް ފޯރުކޮށްދޭ ދަރިވަރުންގެ މަޢުލޫމާތު އެފަދަ ދަރިވަރުންގެ ބެލެނިވެރިންނަށް ފޯރުކޮށްދޭ,ކައުންސެލާގެ މަސްއޫލިއްޔަތު އަދާކުރުން,3.1.2.3,ކައުންސެލިން/ގައިޑެންސް ދިނުން,3.1.2,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
354,3- ކައުންސެލިން/ގައިޑެންސާ ގުޅޭ ލިޔެކިޔުންތައް ރައްކައުތެރިކަމާއެކު ބަލަހައްޓާ,ކައުންސެލާގެ މަސްއޫލިއްޔަތު އަދާކުރުން,3.1.2.3,ކައުންސެލިން/ގައިޑެންސް ދިނުން,3.1.2,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
356,1- އިމާރާތްތަަކަކީ ދަރިވަރުންނާއި މުވައްޒަފުންނަށް ރައްކާތެރި ތަންތަންކަން ކަށަވަރުކުރޭ,އިމާރާތްތަކުގެ ރައްކާތެރިކަން ކަށަވަރުކުރުން,3.2.1.1,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
357,2- މުއްދަތު ހަމަނުވާ އަލިފާންނިވި ހަރުކޮށްފައި ވޭ,އިމާރާތްތަކުގެ ރައްކާތެރިކަން ކަށަވަރުކުރުން,3.2.1.1,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
358,3- ސެކިއުރިޓީ ބެލެހެއްޓޭނެ އިންތިޒާމު ހަމަޖައްސާފައި ވޭ,އިމާރާތްތަކުގެ ރައްކާތެރިކަން ކަށަވަރުކުރުން,3.2.1.1,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
359,1- މަދިރި ފަދަ ސޫފާސޫފިތަކުން ސްކޫލް މާހައުލު ރައްކައުތެރިކުރޭ,ސްކޫލް ގޯތިތެރޭގެ ރައްކައުތެރިކަން ކަށަވަރުކުރުން ,3.2.1.2,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
360,2- ހިނގާބިނގާވެ އުޅުމަށް ރައްކައުތެރި ގޮތަށް ސްކޫލް ގޯތިތެރެ ތައްޔާރުކޮށްފައި ވޭ ,ސްކޫލް ގޯތިތެރޭގެ ރައްކައުތެރިކަން ކަށަވަރުކުރުން ,3.2.1.2,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
361,3- ކުޅިވަރުކުޅުމަށް ކަނޑައަޅައިފައިވާ ސަރަހައްދަކީ ދަރިވަރުންނަށް ރައްކައުތެރި ތަނެއްކަން ކަށަވަރުކުރޭ,ސްކޫލް ގޯތިތެރޭގެ ރައްކައުތެރިކަން ކަށަވަރުކުރުން ,3.2.1.2,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
362,1- އައުޓްޑޯ އޭރިއާގައިވާ ތަކެއްޗަކީ ރައްކައުތެރި ތަކެތިކަން ކަށަވަރުކުރޭ,ފައުންޑޭޝަން ދަރިވަރުންގެ އައުޓްޑޯ އޭރިއާގެ ރައްކައުތެރިކަން ކަށަވަރުކުރުން ,3.2.1.3,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
363,2- އައުޓްޑޯ އޭރިއާ މަރާމާތުކޮށް ބަލަހައްޓާ,ފައުންޑޭޝަން ދަރިވަރުންގެ އައުޓްޑޯ އޭރިއާގެ ރައްކައުތެރިކަން ކަށަވަރުކުރުން ,3.2.1.3,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
364,3- އައުޓްޑޯ އޭރިއާ ސާފުތާހިރުކޮށް ބަލަހައްޓާ,ފައުންޑޭޝަން ދަރިވަރުންގެ އައުޓްޑޯ އޭރިއާގެ ރައްކައުތެރިކަން ކަށަވަރުކުރުން ,3.2.1.3,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
365,1- ކްލާހުގައި ހުންނަނީ ދަރިވަރުންގެ އުމުރާ ގުޅޭ ފަރުނީޗަރުކަން ކަށަވަރުކުރޭ ,ފައުންޑޭޝަން ކްލާސްރޫމްތަކުގެ ރައްކައުތެރިކަން ކަށަވަރުކުރުން,3.2.1.4,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
366,2- ދަރވަރުންނަށް ހެލިފެލިވެ އުޅުމަށް ދަތިނުވާ ގޮތަށް ފަރުނީޗަރު އަތުރައިފައި ހުރޭ,ފައުންޑޭޝަން ކްލާސްރޫމްތަކުގެ ރައްކައުތެރިކަން ކަށަވަރުކުރުން,3.2.1.4,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
367,3- ކޯނަރތަކުގައި ހުންނަ އެންމެހައި ތަކެއްޗަކީ ދަރިވަރުންނަށް ރައްކާތެރި ތަކެތިކަން ކަށަވަރުކުރޭ ,ފައުންޑޭޝަން ކްލާސްރޫމްތަކުގެ ރައްކައުތެރިކަން ކަށަވަރުކުރުން,3.2.1.4,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
368,1- ބޭރުން އެތެރެ ފެންނަ ގޮތަށް ކްލާސްރޫމުތައް ހުރޭ,ކިޔަވައިދިނުމަށް ބޭނުންކުރާ ތަންތަނަކީ ދަރިވަރުންނާއި މުވައްޒަފުންނަށް ރައްކައުތެރި ތަންތަންކަން ކަށަވަރުކުރުން,3.2.1.5,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
369,2- ދަރިވަރުންނަށް ފަސޭހަވާ ގޮތަށް ކުލާސްރޫމުގައި އަލިކަން ހުރޭ,ކިޔަވައިދިނުމަށް ބޭނުންކުރާ ތަންތަނަކީ ދަރިވަރުންނާއި މުވައްޒަފުންނަށް ރައްކައުތެރި ތަންތަންކަން ކަށަވަރުކުރުން,3.2.1.5,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
370,3- ދަރިވަރުންނަށް ރައްކައުތެރި ގޮތަށް ކަރަންޓް ސޮކެޓު ފަދަ ތަކެތި ހަރުުކޮށްފައި ވޭ ,ކިޔަވައިދިނުމަށް ބޭނުންކުރާ ތަންތަނަކީ ދަރިވަރުންނާއި މުވައްޒަފުންނަށް ރައްކައުތެރި ތަންތަންކަން ކަށަވަރުކުރުން,3.2.1.5,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
371,1- ކިޔަވައިދިނުމަށް ބޭނުންކުރާ ތަންތަނުގެ ފާރުތައް އަދި ސީލިންގ ފަދަ ތަންތަން ސާފުކުރޭ,ކިޔަވައިދިނުމަށް ބޭނުންކުރާ ތަންތަން ސާފުތާހިރުކޮށް ބެލެހެއްޓުން,3.2.1.6,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
372,2- ކިޔަވައިދިނުމަށް ބޭނުންކުރާ ތަންތަނުގައި ޑަސްބިން ބަހައްޓައިފައި ވޭ,ކިޔަވައިދިނުމަށް ބޭނުންކުރާ ތަންތަން ސާފުތާހިރުކޮށް ބެލެހެއްޓުން,3.2.1.6,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
373,3- ކިޔަވައިދިނުމަށް ބޭނުންކުރާ ތަންތަނުގެ ފަރުނީޗަރާއި ފޮތްތައް ފަދަ ތަކެތި ތަރުތީބުން އަތުރައިފައި ވޭ,ކިޔަވައިދިނުމަށް ބޭނުންކުރާ ތަންތަން ސާފުތާހިރުކޮށް ބެލެހެއްޓުން,3.2.1.6,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
374,1- ސްކޫލް ގޯތިތެރެ ކުނިކަހައި ސާފުކުރޭ,ސްކޫލް ގޯތިތެރެ ސާފުތާހިރުކޮށް ބެލެހެއްޓުން,3.2.1.7,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
375,2- ގޯތިތެރޭގައި ޑަސްބިން ބަހައްޓައިފައި ވޭ,ސްކޫލް ގޯތިތެރެ ސާފުތާހިރުކޮށް ބެލެހެއްޓުން,3.2.1.7,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
376,3- ރައްކާތެރިކަމާއެކު ކުނި ނައްތާލެވޭނެ އިންތިޒާމު ހަމަޖައްސައިފައި ވޭ,ސްކޫލް ގޯތިތެރެ ސާފުތާހިރުކޮށް ބެލެހެއްޓުން,3.2.1.7,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
377,1- އެސް އީ އޯ ޕީ ތައްޔާރުކޮށްފައި ވޭ,އެސް އީ އޯ ޕީ ތައްޔާރުކޮށް އަހުލުވެރިކުރުން   ,3.2.1.8,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
378,2- ސްކޫލް ހިއްސާވާ ފަރާތްތައް އަހުލުވެރިކުރުވާ,އެސް އީ އޯ ޕީ ތައްޔާރުކޮށް އަހުލުވެރިކުރުން   ,3.2.1.8,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
379,3- އެސް އީ އޯ ޕީގައި ބަޔާންކޮށްފައިވާ ގޮތަށް ޑްރިލް ބާއްވާ,އެސް އީ އޯ ޕީ ތައްޔާރުކޮށް އަހުލުވެރިކުރުން   ,3.2.1.8,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
380,1- މުދައްރިސުން ހޭލުންތެރިކުރުވުމަށް ޕްރޮގްރާމް ހިންގާ,އިންޓަނެޓާއި މީސް މީޑިއާ ބޭނުންކުރުމުގައި ދަރިވަރުންގެ ރައްކާތެރިކަން ކަށަވަރުކުރުން,3.2.1.9,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
381,2- ޑިޓިޓަލް ވަޞީލަތްތައް ބޭނުންކުރާ ގޮތް މޮނިޓަރކުރަމުން ގެންދޭ ,އިންޓަނެޓާއި މީސް މީޑިއާ ބޭނުންކުރުމުގައި ދަރިވަރުންގެ ރައްކާތެރިކަން ކަށަވަރުކުރުން,3.2.1.9,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
382,3- އިންޓަނެޓާއި މީސް މީޑިއާ ރައްކާތެރިކަމާއެކު ބޭނުންކުރެވޭނެ ގޮތްތަކާ ގުޅޭ ގޮތުން ބެލެނިވެރިން އަހުލުވެރިކުރޭ,އިންޓަނެޓާއި މީސް މީޑިއާ ބޭނުންކުރުމުގައި ދަރިވަރުންގެ ރައްކާތެރިކަން ކަށަވަރުކުރުން,3.2.1.9,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
734,1- ދަރިވަރުންގެ އަޚުލާޤާ މެދު ދަރިވަރުން އަމިއްލައަށް ދެކޭ ގޮތް,ދަރިވަރުންގެ އަޚްލާގާ މެދު ސްކޫލު ހިއްސާވާފަރާތްތައް ދެކޭ ގޮތް,3.2.1.10,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
735,2- ދަރިވަރުންގެ އަޚުލާޤާ މެދު މުދައްރިސުން ދެކޭ ގޮތް,ދަރިވަރުންގެ އަޚްލާގާ މެދު ސްކޫލު ހިއްސާވާފަރާތްތައް ދެކޭ ގޮތް,3.2.1.10,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
736,3- ދަރިވަރުންގެ އަޚުލާޤާ މެދު ބެލެނިވެރިން ދެކޭ ގޮތް,ދަރިވަރުންގެ އަޚްލާގާ މެދު ސްކޫލު ހިއްސާވާފަރާތްތައް ދެކޭ ގޮތް,3.2.1.10,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
737,1- ޕްރިންސިޕަލް އޯގާތެރިކަމާ އެކު ދަރިވަރުންނާ މުއާމަލާތުކުރޭ,މުވައްޒަފުން ދަރިވަރުންނާ މުއާމަލާތުކުރުން,3.2.1.11,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
738,2- ޑެޕިއުޓީ ޕްރިންސިޕަލް އޯގާތެރިކަމާ އެކު ދަރިވަރުންނާ މުއާމަލާތުކުރޭ,މުވައްޒަފުން ދަރިވަރުންނާ މުއާމަލާތުކުރުން,3.2.1.11,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
739,3- ލީޑިން ޓީޗަރުން އޯގާތެރިކަމާ އެކު ދަރިވަރުންނާ މުއާމަލާތުކުރޭ,މުވައްޒަފުން ދަރިވަރުންނާ މުއާމަލާތުކުރުން,3.2.1.11,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
740,4- މުދައްރިސުން އޯގާތެރިކަމާ އެކު ދަރިވަރުންނާ މުއާމަލާތުކުރޭ,މުވައްޒަފުން ދަރިވަރުންނާ މުއާމަލާތުކުރުން,3.2.1.11,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
741,5- ސަޕޯޓް ސްޓާފުން އޯގާތެރިކަމާ އެކު ދަރިވަރުންނާ މުއާމަލާތުކުރޭ,މުވައްޒަފުން ދަރިވަރުންނާ މުއާމަލާތުކުރުން,3.2.1.11,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
742,6- އެހެނިހެން މުވައްޒަފުން އޯގާތެރިކަމާ އެކު ދަރިވަރުންނާ މުއާމަލާތުކުރޭ,މުވައްޒަފުން ދަރިވަރުންނާ މުއާމަލާތުކުރުން,3.2.1.11,ރައްކާތެރި މާހައުލެއް ޤާއިމުކުރުން,3.2.1,ފެންވަރު 3.2: ރައްކާތެރި މާހައުލު
384,1-ހެލްތު ސްކްރީނިންގ ހަދަންޖެހޭ ދަރިވަރުންގެ ހެލްތު ސްކްރީން ހަދާ,ހެލްތް ސްކްރީނިންގ ހެދުން,3.3.1.1,ދަރިވަރުންގެ ދުޅަހެޔޮކަން ކަށަވަރުކުރުން,3.3.1,ފެންވަރު 3.3: ހަށިގަނޑުގެ ދުޅަހެޔޮކަމާއި ފައިދާހުރި ކާނާ 
385,2-ހެލްތު ސްކްރީނިންގއިން ލިބޭ މަޢުލޫމާތުގެ އަލީގައި ބެލެނިވެރިން އަހުލުވެރިކުރުވުމަށް ސެޝަން/ޕްރޮގްރާމު ހިންގާ,ހެލްތް ސްކްރީނިންގ ހެދުން,3.3.1.1,ދަރިވަރުންގެ ދުޅަހެޔޮކަން ކަށަވަރުކުރުން,3.3.1,ފެންވަރު 3.3: ހަށިގަނޑުގެ ދުޅަހެޔޮކަމާއި ފައިދާހުރި ކާނާ 
386,3- ބޮޑީމާސް އިންޑެކްސް ބަލައި، ބޮޑީމާސް އިންޑެކްސްގެ މައްޗަށް ބިނާކޮށް ބެލެނިވެރިންނަށް އިރުޝާދު ދޭ,ހެލްތް ސްކްރީނިންގ ހެދުން,3.3.1.1,ދަރިވަރުންގެ ދުޅަހެޔޮކަން ކަށަވަރުކުރުން,3.3.1,ފެންވަރު 3.3: ހަށިގަނޑުގެ ދުޅަހެޔޮކަމާއި ފައިދާހުރި ކާނާ 
387,1- ދަރިވަރުންނަށް މަޢުލޫމާތު ދޭ,ޞިއްޙީގޮތުން ފައިދާހުރި ކާނާގެ މަޢުލޫމާތު ދިނުން,3.3.1.2,ދަރިވަރުންގެ ދުޅަހެޔޮކަން ކަށަވަރުކުރުން,3.3.1,ފެންވަރު 3.3: ހަށިގަނޑުގެ ދުޅަހެޔޮކަމާއި ފައިދާހުރި ކާނާ 
388,2- މުވައްޒަފުންނަށް މަޢުލޫމާތު  ދޭ,ޞިއްޙީގޮތުން ފައިދާހުރި ކާނާގެ މަޢުލޫމާތު ދިނުން,3.3.1.2,ދަރިވަރުންގެ ދުޅަހެޔޮކަން ކަށަވަރުކުރުން,3.3.1,ފެންވަރު 3.3: ހަށިގަނޑުގެ ދުޅަހެޔޮކަމާއި ފައިދާހުރި ކާނާ 
