IndicatorCode,Indicators,Outcomes,OutcomeNo,Substrand,SubstrandNo,StrandNo and Strand
49,2-  އައިސީޕީ ޓީމުގެ ލަފަޔާއި އިރުޝާދާ އެއްގޮތަށް އައި ސީ ޕީތައް ފައިނަލުކޮށްފައި ވޭ,ބޭނުންވާ ދަރިވަރުންނަށް އައި ސީ ޕީ ތައްޔާރުކުރުން,1.4.1.1,ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ ދަރިވަރުންނަށް  އުނގަންނައިދިނުމުގައި އައި ސީ ޕީ ބޭނުންކުރުން,1.4.1,ފެންވަރު 1.4: ކޮމްޕްލެކްސް ލާނިންގް ޕްރޮފައިލް  (SCLP)ލިބިފައިވާ ދަރިވަރުންނަށް އުނގަންނައިދިނުން
50,3- ކޮންމެ 6 މަހަކުން އައި ސީ ޕީ އަދާހަމަކޮށް، ބެލެނިވެރިންނާ ހިއްސާކުރޭ,ބޭނުންވާ ދަރިވަރުންނަށް އައި ސީ ޕީ ތައްޔާރުކުރުން,1.4.1.1,ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ ދަރިވަރުންނަށް  އުނގަންނައިދިނުމުގައި އައި ސީ ޕީ ބޭނުންކުރުން,1.4.1,ފެންވަރު 1.4: ކޮމްޕްލެކްސް ލާނިންގް ޕްރޮފައިލް  (SCLP)ލިބިފައިވާ ދަރިވަރުންނަށް އުނގަންނައިދިނުން
51,1- މެއިންސްޓްރީމް ނުކުރެވޭ ދަރިވަރުންނަށް އުނގަންނައިދިނުމަށް އައި ސީ ޕީ ބޭނުންކުރޭ,އުނގަންނައިިދިނުމުގައި އައި ސީ ޕީ ބޭނުންކުރުން ,1.4.1.2,ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ ދަރިވަރުންނަށް  އުނގަންނައިދިނުމުގައި އައި ސީ ޕީ ބޭނުންކުރުން,1.4.1,ފެންވަރު 1.4: ކޮމްޕްލެކްސް ލާނިންގް ޕްރޮފައިލް  (SCLP)ލިބިފައިވާ ދަރިވަރުންނަށް އުނގަންނައިދިނުން
52,2- މެއިންސްޓްރީމްކޮށްފައިވާ ދަރިވަރުންނަށް އުނގަންނައިދިނުމަށް އައި ސީ ޕީ ބޭނުންކުރޭ,އުނގަންނައިިދިނުމުގައި އައި ސީ ޕީ ބޭނުންކުރުން ,1.4.1.2,ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ ދަރިވަރުންނަށް  އުނގަންނައިދިނުމުގައި އައި ސީ ޕީ ބޭނުންކުރުން,1.4.1,ފެންވަރު 1.4: ކޮމްޕްލެކްސް ލާނިންގް ޕްރޮފައިލް  (SCLP)ލިބިފައިވާ ދަރިވަރުންނަށް އުނގަންނައިދިނުން
53,3- އުނގެނުމުގައި  ތޫނުފިލި އަދި ހުނަރުވެރި ދަރިވަރުންނަށް އުނގަންނައިދިނުމުގައި އައި ސީ ޕީ ބޭނުންކުރޭ,އުނގަންނައިިދިނުމުގައި އައި ސީ ޕީ ބޭނުންކުރުން ,1.4.1.2,ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ ދަރިވަރުންނަށް  އުނގަންނައިދިނުމުގައި އައި ސީ ޕީ ބޭނުންކުރުން,1.4.1,ފެންވަރު 1.4: ކޮމްޕްލެކްސް ލާނިންގް ޕްރޮފައިލް  (SCLP)ލިބިފައިވާ ދަރިވަރުންނަށް އުނގަންނައިދިނުން
55,1- ދަރިވަރުންގެ ލީޑަރޝިޕާ ގުޅޭ ކަންކަން ރޭވުމުގައި ދަރިވަރުން ބައިވެރިކުރުމާ ގުޅޭ އުސޫލެއް އޮވޭ, އިސްކޮށް ޙަރަކާތްތެރިވުމުގެ ފުރުސަތު ދަރިވަރުންނަށް ހޯދައިދިނުން,1.5.1.1,އިސްކޮށް ޙަރަކާތްތެރިވުމުގެ ފުރުސަތު ހޯދައިދިނުން ,1.5.1,ފެންވަރު 1.5: އިސްކޮށް ޙަރަކާތްތެރިވުމުގެ ފުރުޞަތު
56,2- ދަރިވަރުންގެ ލީޑަރޝިޕާ ގުޅޭ ކަންކަން ރޭވުމުގައި ދަރިވަރުން ބައިވެރިކުރޭ, އިސްކޮށް ޙަރަކާތްތެރިވުމުގެ ފުރުސަތު ދަރިވަރުންނަށް ހޯދައިދިނުން,1.5.1.1,އިސްކޮށް ޙަރަކާތްތެރިވުމުގެ ފުރުސަތު ހޯދައިދިނުން ,1.5.1,ފެންވަރު 1.5: އިސްކޮށް ޙަރަކާތްތެރިވުމުގެ ފުރުޞަތު
57,3- އުނގެނުމުގައި ޚާއްޞަ އެހީއަށް ބޭނުންވާ ދަރިވަރުންނަށް ޙަރަކާތްތަކުގައި އިސްދައުރެއް އަދާކުރުމުގެ ފުރުސަތު ދޭ, އިސްކޮށް ޙަރަކާތްތެރިވުމުގެ ފުރުސަތު ދަރިވަރުންނަށް ހޯދައިދިނުން,1.5.1.1,އިސްކޮށް ޙަރަކާތްތެރިވުމުގެ ފުރުސަތު ހޯދައިދިނުން ,1.5.1,ފެންވަރު 1.5: އިސްކޮށް ޙަރަކާތްތެރިވުމުގެ ފުރުޞަތު
59,1- ދަރިވަރުންގެ ލިސްޓް ތައްޔާރުކޮށްފައި ވޭ,ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ ދަރިވަރުން ދެނެގަތުން,1.6.1.1,ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ  ދަރިވަރުންނާ ގުޅޭ މަޢުލޫމާތު ބެލެހެއްޓުން ,1.6.1,ފެންވަރު 1.6: ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ  ދަރިވަރުންނާ ގުޅޭ މަޢުލޫމާތު ބެލެހެއްޓުން
60,2- ދަރިވަރުންނަށް އެހީތެރިކަން ބޭނުންވާ ދާއިރާތައް ފާހަގަކޮށްފައި ވޭ,ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ ދަރިވަރުން ދެނެގަތުން,1.6.1.1,ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ  ދަރިވަރުންނާ ގުޅޭ މަޢުލޫމާތު ބެލެހެއްޓުން ,1.6.1,ފެންވަރު 1.6: ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ  ދަރިވަރުންނާ ގުޅޭ މަޢުލޫމާތު ބެލެހެއްޓުން
61,3- ދަރިވަރުންގެ މަޢުލޫމާތު ގުޅުންހުރި މުދައްރިސުންނާއި ބެލެނިވެރިންނާ ހިއްސާކޮށްފައި ވޭ,ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ ދަރިވަރުން ދެނެގަތުން,1.6.1.1,ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ  ދަރިވަރުންނާ ގުޅޭ މަޢުލޫމާތު ބެލެހެއްޓުން ,1.6.1,ފެންވަރު 1.6: ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ  ދަރިވަރުންނާ ގުޅޭ މަޢުލޫމާތު ބެލެހެއްޓުން
62,1- ދަރިވަރުންގެ މަޢުލޫމާތު އެއް ގްރޭޑުން އަނެއް ގްރޭޑަށް ފޯރުކޮށްދެވޭނެ ޓްރާންސިޝަން ރިޕޯޓު ބޭނުންކުރޭ,ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ  ދަރިވަރުންނާ ގުޅޭ ލިޔެކިޔުންތައް ބެލެހެއްޓުން,1.6.1.2,ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ  ދަރިވަރުންނާ ގުޅޭ މަޢުލޫމާތު ބެލެހެއްޓުން ,1.6.1,ފެންވަރު 1.6: ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ  ދަރިވަރުންނާ ގުޅޭ މަޢުލޫމާތު ބެލެހެއްޓުން
63,2- ބެލެނިވެރިންނާ އެކު ބާއްވާ ބައްދަލުވުންތަކުގެ ލިޔެކިޔުންތައް ބަލަހައްޓާ,ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ  ދަރިވަރުންނާ ގުޅޭ ލިޔެކިޔުންތައް ބެލެހެއްޓުން,1.6.1.2,ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ  ދަރިވަރުންނާ ގުޅޭ މަޢުލޫމާތު ބެލެހެއްޓުން ,1.6.1,ފެންވަރު 1.6: ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ  ދަރިވަރުންނާ ގުޅޭ މަޢުލޫމާތު ބެލެހެއްޓުން
64,3- ސްކޫލަށް ހާޒިރުނުވެވޭ ފަދަ ހާލަތެއް ދިމާވެފައިވާ ދަރިވަރުންނަށް ފޯރުކޮށްދޭ އެހީތެރިކަމާ ގުޅޭ ރެކޯޑުތައް ބަލަހައްޓާ,ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ  ދަރިވަރުންނާ ގުޅޭ ލިޔެކިޔުންތައް ބެލެހެއްޓުން,1.6.1.2,ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ  ދަރިވަރުންނާ ގުޅޭ މަޢުލޫމާތު ބެލެހެއްޓުން ,1.6.1,ފެންވަރު 1.6: ކޮމްޕްލެކްސް ލަރނިން ޕްރޮފައިލްގައި ހިމެނޭ  ދަރިވަރުންނާ ގުޅޭ މަޢުލޫމާތު ބެލެހެއްޓުން
