,,,,,ލިޔެކިޔުމުން ބަލާނެކަންތައްތައް (އުނގަންނައިދިނުމާ ގުޅޭ ޒިންމާތައް),,,,,,,,,,,,,
82,,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު,2.1.2,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2.1,ލެސަން ޕްލޭން ޗެކުކުރުން ,ފޯމެޓް(ސްޓްރޭންޑް، ސަބްސްޓްރޭންޑް، އައުޓްކަމް،އިންޑިކޭޓަރ، ސަކްސެސް ކްރައިޓީރިއާ، ލާނިންގ އިންޓެންޝަން، އެސެސްމަންޓް، ޑިފަރެންޝިއޭޝަން، މައިގަނޑު ޤާބިލިއްޔަތުތައް، ހިއްސާކުރާ އަގުތައް، އުނގެނުމުގެ  އެހީ),1- ލެސަން ޕްލޭން ތައްޔާރުކުރުމަށް (ކަރިކިޔުލަމްގައި ހިމެނޭ މުހިއްމު ބަހާތައް ހިމެނޭ ގޮތަށް) ފޯމެޓެއް ކަނޑައަޅައިފައި ވޭ,,,,,,,,,,
83,,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު,2.1.2,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2.1,ލެސަން ޕްލޭން ޗެކުކުރުން , ލިޔެފައިވާ އުސޫލު / މިކަން ބަޔާންކޮށް ބޭއްވި ބައްދަލުވުމެއްގެ ޔައުމިއްޔާ,2- ލެސަން ޕްލޭން ހަވާލުކުރުމާއި ޗެކްކުރުމަށް ވަކި އުސޫލެއް ކަނޑައަޅައިފައި ވޭ,,,,,,,,,,
84,,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު,2.1.2,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2.1,ލެސަން ޕްލޭން ޗެކުކުރުން ,އެކި ގްރޭޑްތަކުގެ ލެސަން ޕްލޭން(އެލްޓީ ކޮމެންޓް ކޮށްފައިވާ),3- ލެސަން ޕްލޭން ޗެެކްކުރުމަށް ފަހު ފީޑްބެކްދީ ގެންނަންޖެހޭ ބަދަލުތައް ގެނުވާ,,,,,,,,,,
85,,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު,2.1.2,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2.2,ލެސަން އޮބްޒަރވްކުރުން,އުސޫލު / ޝެޑިއުލް,1- ހަފްތާއަކު/ޓާމަކު އޮބްޒަރވްކުރާނެ ފިލާވަޅުގެ އަދަދު ސްކޫލުން ކަނޑައަޅައިފައި ވޭ,,,,,,,,,,
86,,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު,2.1.2,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2.2,ލެސަން އޮބްޒަރވްކުރުން,އޮބްޒަރވޭޝަން ފައިލް / ތާވަލް,2- ކޮންމެ މުދައްރިސެއްގެ މަދުވެގެން 2 ފިލާވަޅު، ޓާމަކު އޮބްޒަރވްކުރޭ,,,,,,,,,,
87,,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު,2.1.2,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2.2,ލެސަން އޮބްޒަރވްކުރުން,އޮބްޒަރވޭޝަން ފައިލް / ތާވަލް,3- އޮބްޒަރވްކުރުމަށް ފަހު މުދައްރިސުންނަށް ލިޔުމުން ފީޑްބެކް ދޭ,,,,,,,,,,
89,,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު,2.1.2,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2.3,ދަރިވަރުންގެ ފޮތްތައް ޗެކުކުރުން , ފީޑްބެކްފޯމް(ފޮތް ބެލުމަށްފަހު ދީފައިވާ ފީޑްބެކް ފޯމު),2- ފޮތް ސެޓު ޗެކުކުރުމަށް ފަހު މުދައްރިސުންނަށް ލިޔުމުން ފީޑުބެކު ދޭ,,,,,,,,,,
90,,ފެންވަރު 2.1: އުނގެނުމާއި އުނގަންނައިިދިނުމުގެ ކަންކަން މޮނީޓަރކުރުމަށް ގާއިމުކޮށްފައިވާ ނިޒާމު,2.1.2,ކިޔަވައިދިނުމާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,2.1.2.3,ދަރިވަރުންގެ ފޮތްތައް ޗެކުކުރުން ,ތާވަލު / އެލްޓީ އަދި މުދައްރިސު ސޮއިކޮށްފަިވާ ފީޑްބެކްފޯމް(ފޮތް ބެލުމަށްފަހު ދީފައިވާ ފީޑްބެކް ފޯމު),3- އުސޫލާ އެއްގޮތަށް ފޮތް ސެޓު ޗެކުކުރާކަން ކަށަވަރުކުރޭ ,,,,,,,,,,
320,,ފެންވަރު 2.5: ފެންވަރުބެލުމާއި ރިޕޯޓުކުރުން,2.5.1,އުނގެނުމާއި އުނގަންނައިދިނުން ވަޒަންކޮށްގެން ލިބޭ މަޢުލޫމާތުގެ އަލީގައި އުނގެނުމާއި އުނގަންނައިދިނުމަށް ބަދަލު ގެނައުން,2.5.1.1,ދަރިވަރުންގެ މަސައްކަތް ޗެކްކޮށް ފީޑްބެކް ދިނުން,ދަރިވަރުންގެ ފޮތްތައް/ދަރިިވަރުންގެ މަސައްކަތްތައް ޗެކްކޮށް ރެކޯޑްކުރާ ޝީޓްތައް,1- ދަރިވަރުންގެ މަސައްކަތް މުދައްރިސުން ބަލާކަން ލީޑިން ޓީޗަރު ކަށަވަރު ކުރޭ,,,,,,,,,,
321,,ފެންވަރު 2.5: ފެންވަރުބެލުމާއި ރިޕޯޓުކުރުން,2.5.1,އުނގެނުމާއި އުނގަންނައިދިނުން ވަޒަންކޮށްގެން ލިބޭ މަޢުލޫމާތުގެ އަލީގައި އުނގެނުމާއި އުނގަންނައިދިނުމަށް ބަދަލު ގެނައުން,2.5.1.1,ދަރިވަރުންގެ މަސައްކަތް ޗެކްކޮށް ފީޑްބެކް ދިނުން,ދަރިވަރުންގެ ފޮތްތައް/ދަރިިވަރުންގެ މަސައްކަތްތައް ޗެކްކޮށް ރެކޯޑްކުރާ ޝީޓްތައް,2- ދަރިވަރުންގެ މަސައްކަތަށް މުދައްރިސުން ބިނާކުރަނިވި ފީޑްބެކް ދޭކަން ލީޑިން ޓީޗަރު ކަށަވަރު ކުރޭ,,,,,,,,,,
322,,ފެންވަރު 2.5: ފެންވަރުބެލުމާއި ރިޕޯޓުކުރުން,2.5.1,އުނގެނުމާއި އުނގަންނައިދިނުން ވަޒަންކޮށްގެން ލިބޭ މަޢުލޫމާތުގެ އަލީގައި އުނގެނުމާއި އުނގަންނައިދިނުމަށް ބަދަލު ގެނައުން,2.5.1.1,ދަރިވަރުންގެ މަސައްކަތް ޗެކްކޮށް ފީޑްބެކް ދިނުން,ދަރިިވަރުންގެ މަސައްކަތްތައް ޗެކްކޮށް ރެކޯޑްކުރާ ޝީޓްތައް,3- ދަރިވަރުންގެ މަސައްކަތާގުޅޭ ރިކޯޑުތައް ޓީޗަރުން ބަލަހައްޓާކަން ލީޑިން ޓީޗަރު ކަށަވަރު ކުރޭ,,,,,,,,,,
326,,ފެންވަރު 2.5: ފެންވަރުބެލުމާއި ރިޕޯޓުކުރުން,2.5.1,އުނގެނުމާއި އުނގަންނައިދިނުން ވަޒަންކޮށްގެން ލިބޭ މަޢުލޫމާތުގެ އަލީގައި އުނގެނުމާއި އުނގަންނައިދިނުމަށް ބަދަލު ގެނައުން,2.5.1.3,ދަރިވަރުންގެ ކުރިއެރުމަށް އެސެސްމަންޓްތަކުގެ ބޭނުންކުރުން,އެސެސްމަންޓް އެނަލިސިސް އާއި ދަރިވަރުންގެ ކުރިއެރުން އެނގޭ ލިސްޓް,"
1- އުނގެނުމާއި އުނގަންނައިދިނުން އިތުރަށް ރަނގަޅުކުރުމަށް އެހީތެރިވެދޭ ގޮތަށް ބްލޫމްސް ޓެކްސޮނަމީއަށް ރިއާޔަތްކޮށްގެން އެސެސްމަންޓްތަކުގެ އެނަލިސިސް ހަދާ ",,,,,,,,,,
327,,ފެންވަރު 2.5: ފެންވަރުބެލުމާއި ރިޕޯޓުކުރުން,2.5.1,އުނގެނުމާއި އުނގަންނައިދިނުން ވަޒަންކޮށްގެން ލިބޭ މަޢުލޫމާތުގެ އަލީގައި އުނގެނުމާއި އުނގަންނައިދިނުމަށް ބަދަލު ގެނައުން,2.5.1.3,ދަރިވަރުންގެ ކުރިއެރުމަށް އެސެސްމަންޓްތަކުގެ ބޭނުންކުރުން, ޔައުމިއްޔާ /ހާޒިރީ / ޕީޓީއެސް އަށް ތައްޔާރުކުރި އެސެސްމެންޓް ރިކޯޑް ޝީޓް ,2- އެސެސްމެންޓުތަކުގެ ނަތީޖާ ބެލެނިވެރިންނާ ހިއްސާކުރޭ,,,,,,,,,,
328,,ފެންވަރު 2.5: ފެންވަރުބެލުމާއި ރިޕޯޓުކުރުން,2.5.1,އުނގެނުމާއި އުނގަންނައިދިނުން ވަޒަންކޮށްގެން ލިބޭ މަޢުލޫމާތުގެ އަލީގައި އުނގެނުމާއި އުނގަންނައިދިނުމަށް ބަދަލު ގެނައުން,2.5.1.3,ދަރިވަރުންގެ ކުރިއެރުމަށް އެސެސްމަންޓްތަކުގެ ބޭނުންކުރުން,ތާވަލު/ޕްލޭން/ހާޒިރީ/އެސެސްމެންޓް ރިކޯޑް ޝީޓް ,3- އެސެސްމަންޓްތައް އެނަލައިޒްކުރުމުން ލިބޭ މަޢުލޫމާތުގެ އަލީގައި ދަރިވަރުންގެ ފެންވަރު މަތިކުރުމަށް ހަރަކާތްތައް ހިންގާ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,ދާއިރާ 5: އިސްކޮށް ޙަރަކާތްތެރިވުމާއި ހިންގުންތެރިކަން  –  (ލީޑިންގ ޓީޗަރ),,,,,,,,,,
IndicatorCode,Average,StrandNo and Strand,SubstrandNo,Substrand,OutcomeNo,Outcomes,ބަލާނެ ލިޔެކިޔުން/Evidence,Indicators,LT1,LT2,LT3,LT4,LT5,LT6,LT7,LT8,LT9,LT10
530,,ފެންވަރު 5.3: ދަރިވަރުންގެ ކުރިއެރުމާއި ޙާޞިލުކުރާ މިންވަރު ވަޒަންކުރުން,5.3.2,ސްކޫލް ބޭސްޑް އެސެސްމަންޓްތަކުން ދަރިވަރުން ކުރިއަރަމުންދާ މިންވަރު ވަޒަންކުރުން,5.3.2.1,ޕްރައިމަރީ ގްރޭޑުތަކުގެ ދަރިވަރުން ޙާޞިލުކުރާ މިންވަރު ދެނެގަތުން,ޗެކްލިސްޓް,1- ޕްރައިމަރީ ގްރޭޑުތަކުގެ ދަރިވަރުން ކުރިއަރަމުން އަންނަ މިންވަރު ރެކޯޑުކުރޭ,,,,,,,,,,
531,,ފެންވަރު 5.3: ދަރިވަރުންގެ ކުރިއެރުމާއި ޙާޞިލުކުރާ މިންވަރު ވަޒަންކުރުން,5.3.2,ސްކޫލް ބޭސްޑް އެސެސްމަންޓްތަކުން ދަރިވަރުން ކުރިއަރަމުންދާ މިންވަރު ވަޒަންކުރުން,5.3.2.1,ޕްރައިމަރީ ގްރޭޑުތަކުގެ ދަރިވަރުން ޙާޞިލުކުރާ މިންވަރު ދެނެގަތުން,ޗެކްލިސްޓް/އައުޓްކަމް އެނަލިސިސް,2- އައުޓްކަމްތަކުން ދަރިވަރުން ޙާޞިލުކުރާ ނަތީޖާތަކުގެ އެނަލިސިސް ތައްޔާރުކުރޭ,,,,,,,,,,
532,,ފެންވަރު 5.3: ދަރިވަރުންގެ ކުރިއެރުމާއި ޙާޞިލުކުރާ މިންވަރު ވަޒަންކުރުން,5.3.2,ސްކޫލް ބޭސްޑް އެސެސްމަންޓްތަކުން ދަރިވަރުން ކުރިއަރަމުންދާ މިންވަރު ވަޒަންކުރުން,5.3.2.1,ޕްރައިމަރީ ގްރޭޑުތަކުގެ ދަރިވަރުން ޙާޞިލުކުރާ މިންވަރު ދެނެގަތުން,ޕީޕީޓީ/ހާޒިރީ/ޔައުމިއްޔާ/ފޮޓޯ,3- ކަމާ ގުޅުންހުރި ފަރާތްތަކާ ހިއްސާކުރޭ,,,,,,,,,,
533,,ފެންވަރު 5.3: ދަރިވަރުންގެ ކުރިއެރުމާއި ޙާޞިލުކުރާ މިންވަރު ވަޒަންކުރުން,5.3.2,ސްކޫލް ބޭސްޑް އެސެސްމަންޓްތަކުން ދަރިވަރުން ކުރިއަރަމުންދާ މިންވަރު ވަޒަންކުރުން,5.3.2.2,ގްރޭޑް 7އިން މަތީގެ ދަރިވަރުން ޙާޞިލުކުރާ މިންވަރު ދެނެގަތުން,ޗެކްލިސްޓް/މާކްސް ޝީޓް,1- ގްރޭޑް 7އިން މަތީގެ ދަރިވަރުން ކުރިއަރަމުން އަންނަ މިންވަރު ރެކޯޑުކުރޭ,,,,,,,,,,
534,,ފެންވަރު 5.3: ދަރިވަރުންގެ ކުރިއެރުމާއި ޙާޞިލުކުރާ މިންވަރު ވަޒަންކުރުން,5.3.2,ސްކޫލް ބޭސްޑް އެސެސްމަންޓްތަކުން ދަރިވަރުން ކުރިއަރަމުންދާ މިންވަރު ވަޒަންކުރުން,5.3.2.2,ގްރޭޑް 7އިން މަތީގެ ދަރިވަރުން ޙާޞިލުކުރާ މިންވަރު ދެނެގަތުން,ޗެކްލިސްޓް/އައުޓްކަމް އެނަލިސިސް,2- ގްރޭޑް 7އިން މަތީގެ ދަރިވަރުންގެ ނަތީޖާތަކުގެ އެނަލިސިސް ތައްޔާރުކުރޭ,,,,,,,,,,
535,,ފެންވަރު 5.3: ދަރިވަރުންގެ ކުރިއެރުމާއި ޙާޞިލުކުރާ މިންވަރު ވަޒަންކުރުން,5.3.2,ސްކޫލް ބޭސްޑް އެސެސްމަންޓްތަކުން ދަރިވަރުން ކުރިއަރަމުންދާ މިންވަރު ވަޒަންކުރުން,5.3.2.2,ގްރޭޑް 7އިން މަތީގެ ދަރިވަރުން ޙާޞިލުކުރާ މިންވަރު ދެނެގަތުން,ޕީޕީޓީ/ހާޒިރީ/ޔައުމިއްޔާ/ފޮޓޯ,3- ކަމާ ގުޅުންހުރި ފަރާތްތަކާ އެނަލިސިސް ހިއްސާކުރޭ,,,,,,,,,,
555,,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު,5.4.5,އުނގެނުމާއި އުނގަންނައިދިނުމުގައި ޑެޕިއުޓީ ޕްރިންސިޕަލުގެ ބައިވެރިވުން,5.4.5.1,އުނގެނުމާއި އުނގަންނައިދިނުމުގެ ކަންކަން މޮނިޓަރކޮށް މުވައްޒަފުންނަށް ބޭނުންވާ ފަންނީ ލަފަޔާއި އިރުޝާދު ދިނުން,ޔައުމިއްޔާ/ހާޒިރީ,1-  ޑެޕިއުޓީ ޕްރިންސިޕަލް ކޯޑިނޭޝަންތައް ކުރިއަށްދާ ގޮތް ބަލައި އިރުޝާދު ދޭ,,,,,,,,,,
563,,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު,5.4.6,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6.1,ކޯޑިނޭޝަން މީޓިންތައް ލީޑިންގ ޓީޗަރުން ކުރިއަށް ގެންގޮސް ފަންނީ ލަފަޔާއި އިރުޝާދުދިނުން,ހާޒިރީ/ޔައުމިއްޔާ/ފޮޓޯ,1- ލީޑިންގ ޓީޗަރުން ކޯޑިނޭޝަން މީޓިންތައް ކުރިއަށް ގެންދޭ ,,,,,,,,,,
566,,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު,5.4.6,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6.2,ލީޑިންގ ޓީޗަރުން މުދައްރިސުންގެ ލެސަން ޕްލޭނުތައް ބަލައި އިރުޝާދުދިނުން,ލެސަން ޕްލޭން/ކޯޑިނޭޝަން މީޓިން ޔައުމިއްޔާ,1- ކޯޑިނޭޝަނުގައި މަޝްވަރާކުރެވުނު ގޮތަށް ލެސަން ޕްލޭން ތައްޔާރުކުރާކަން ކަށަވަރުކުރޭ,,,,,,,,,,
567,,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު,5.4.6,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6.2,ލީޑިންގ ޓީޗަރުން މުދައްރިސުންގެ ލެސަން ޕްލޭނުތައް ބަލައި އިރުޝާދުދިނުން,ލެސަން ޕްލޭން,2- ލެސަން ޕްލޭނަށް ފީޑްބެކް ދޭ,,,,,,,,,,
568,,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު,5.4.6,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6.2,ލީޑިންގ ޓީޗަރުން މުދައްރިސުންގެ ލެސަން ޕްލޭނުތައް ބަލައި އިރުޝާދުދިނުން,ލެސަން ޕްލޭން,3- ރަނގަޅުކުރުމަށް އިރުޝާދު ދޭ ކަންކަން ރަނގަޅުކުރާކަން ކަށަވަރުކުރޭ,,,,,,,,,,
569,,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު,5.4.6,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6.3, ތާވަލުކޮށްގެން، މުދައްރިސުންގެ ފިލާވަޅުތައް ލީޑިންގ ޓީޗަރުން އޮބްޒާވްކޮށް، ފީޑުބެކްދިނުން,އޮބްޒަވޭޝަން ފޯމް/ސުޕަވިޝަން ތާވަލު,1- ޑިވެލޮޕްމަންޓަލް ސްޕަވިޝަން ކުރިއަށް ގެންދޭ,,,,,,,,,,
570,,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު,5.4.6,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6.3, ތާވަލުކޮށްގެން، މުދައްރިސުންގެ ފިލާވަޅުތައް ލީޑިންގ ޓީޗަރުން އޮބްޒާވްކޮށް، ފީޑުބެކްދިނުން,އޮބްޒަވޭޝަން ފޯމް/ސުޕަވިޝަން ތާވަލު,2- މުދައްރިސުންގެ ފިލާވަޅުތައް އޮބްޒާވްކުރޭ,,,,,,,,,,
571,,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު,5.4.6,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6.3, ތާވަލުކޮށްގެން، މުދައްރިސުންގެ ފިލާވަޅުތައް ލީޑިންގ ޓީޗަރުން އޮބްޒާވްކޮށް، ފީޑުބެކްދިނުން,ތާވަލު /މުދައްރިސު އަދި އެލްޓީ ސޮއިކޮށްފައިވާ ފީޑްބެކްފޯމް,3- މުދައްރިސުންނަށް ލިޔުމުން ފީޑުބެކް ދޭ,,,,,,,,,,
572,,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު,5.4.6,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6.4,ދަރިވަރުންގެ މަސައްކަތްތައް ބެލުން,,1- ދަރިވަރުންގެ މަސައްކަތް ބަލައި އިރުޝާދު ދޭ,,,,,,,,,,
573,,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު,5.4.6,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6.4,ދަރިވަރުންގެ މަސައްކަތްތައް ބެލުން,ތާވަލު / އެލްޓީ އަދި ޓީޗަރު  ސޮއިކޮށްފައިވާ ފީޑްބެކްފޯމް(ފޮތް ބެލުމަށްފަހު ދީފައިވާ ފީޑްބެކް ފޯމު),2- މުދައްރިސުން ދަރިވަރުންގެ މަސައްކަތް ބަލައި، ފީޑްބެކް ދޭކަން ކަށަވަރުކުރޭ,,,,,,,,,,
574,,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު,5.4.6,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6.4,ދަރިވަރުންގެ މަސައްކަތްތައް ބެލުން,ރެެކޯޑް ޝީޓް,3- ބެލެނިވެރިން ދަރިވަރުންގެ މަސައްކަތް ބަލާކަން ކަށަވަރުކުރޭ,,,,,,,,,,
